Column1,title,text,url,date,location
194555,"Man arrested for defiling, impregnating daughter in Kisumu","[""Police have arrested a man who allegedly defiled and impregnated his daughter at Riat area in Kokelo village, Kisumu County."",""According toarea Assistant Chief Millicent Ajwang,the Class Seven girl reported that her father had been defiling her for the last two years until two weeksago when she revealed to her mother what had been happening."",""The suspect was apprehended by police on Sunday morning while at his farm andis being held at Akala Police Station awaiting further probe, before he is arraigned in court.."",""The assistant chief said the girls mother is also being questioned at Riat patrol base."",""The girl recorded a statement with the police and is set to undergo a medical examination.""]",citizentv.co.ke/news/man-arrested-for-allegedly-defiling-impregnating-daughter-213539,29-09-18 20:00,Kenya
302492,NDLEA arrests graduate with 250gms of skunk cannabis in Edo,"[""The National Drug Law Enforcement Agency (NDLEA) in Edo has arrested a 23-year-old graduate with substance suspected to be skunk Cannabis."",""The state Commander of the NDLEA, Mr Buba Wakawa, who disclosed this to newsmen on Tuesday in Benin, said the substance weighed about 250 grammes."",""According to Wakawa, skunk cannabis is a hybrid-sativa strain of marijuana that creates a skunk-like smell."",""He said that the suspect, who hailed from Ogbadibo Local Government Area of Benue, was arrested at Okada in Ovia North-East Local Government Area of Edo."",""He said other suspected illicit drugs recovered from the suspect included eight wraps of crack cocaine weighing 24 grammes, and 45 tablets of rohypnol."",""He explained that the arrest was based on information received on the illegal activities of the suspect in the state."",""While advising youths and the general public to shun drug trafficking and fulfil their dreams and aspirations in life, the commander warned that trafficking and abuse would cut short their enviable future."",""“This suspect ought to be preparing to further his studies or engage in any meaningful work but that can only take place after he has been cleared of this criminal charge,” he said."",""He also disclosed that the suspect in his statement said that he had been smuggling drugs for the past one year."",""“I have been selling drugs for the past one year. I attended Okada Grammar School, Okada, and graduated in 2010."",""“Thereafter I studied Business Administration at Edo State Polytechnic, Usen, in 2013."",""“After my diploma course, l wanted a job to sustain myself but there was none; that was how a friend introduced me to drug trafficking."",""“In order to get more profit, l sell different types of drugs like cocaine, cannabis and rohypnol. I get my supply from new road in Ovia South West of Edo State,” the suspect was quoted to have said."",""The NDLEA commander warned drug dealers to quit the illegal business or be prepared for arrest and prosecution."",""He added that the suspect would soon be charged to court on completion of investigation.""]",vanguardngr.com/2019/03/ndlea-arrests-graduate-with-250gms-of-skunk-cannabis-in-edo,11-03-19 20:00,Nigeria
104272,Woman held in Sudan for Nigerian diplomat’s murder,"[""A Sudanese woman of Nigerian origin has been arrested for killing a Nigerian diplomat in Khartoum and stealing his money, the foreign ministry in Abuja said Monday. "",""Habibu Almu, an immigration attache working in the Sudanese capital, was found dead at his home last week. "",""“It was established that the deceased was stabbed to death,” Nigerian foreign ministry spokesman Tope Adeleye Elias-Fatile said in a statement. "",""“After committing the heinous crime, the suspect stole some of the deceased personal belongings including cash,” the statement said, identifying her as Inas Khalid Maikano, a college student."",""Last week Sudanese police said that the killing did not appears to be politically motivated. ""]",guardian.ng/news/woman-held-in-sudan-for-nigerian-diplomats-murder,13-05-18 20:00,Nigeria
402182,Two Ugandans arrested on suspicion of stealing child from Nairobi,"[""Two Ugandans arrested on suspicion that they stole a child and a vehicle in Nairobi have been detained."",""Police said the suspects were waylaid at the Malaba border as they attempted to cross to Uganda."",""Child rescued in stable condition and Mazda Premacy KCG 619W also recovered, the report from the Directorate of Criminal Investigations reads."",""The suspects were driven back to Nairobi and are to arraigned in court this week."",""In August this year, a woman believed to have stolen a baby from Nakuru and taken her to the Kenya-Uganda border was arraigned in court."",""Police said they were investigating her for child trafficking even as the suspect maintained that she was the mother of the child."",""Earlier in June, the Daily Nation reported that a baby stolen from Nairobi and taken to Naivasha had died."",""The suspect was arraigned as police revealed that she had given them three different accounts of what transpired."",""One of the explanations was that she had bought the baby for Ksh. 50,000 in Kawangware.""]",citizentv.co.ke/news/two-ugandans-arrested-on-suspicion-of-stealing-child-from-nairobi-283611,23-09-19 20:00,Kenya
88539,Police arrest 5 for planning attack on southern Kaduna,"[""The Police in Kaduna State have arrested five suspects for allegedly planning to attack one of the remote areas of southern Kaduna. The Commissioner of Police, Mr Agyole Abbey, made the disclosure while presenting the suspects to newsmen on Friday in Kaduna."",""Abbeh said the suspects were arrested on Thursday evening at Samaru Kataf in Zangon Kataf Local Government Area. He said preliminary investigation revealed that the suspects were allegedly planning to attack one of the remote settlements in the area."",""“We recovered the following items from the suspects: one Golf car; two Ak-47 rifles; one locally made pistol; three live cartridges; five cell phones; assorted charms; a touch light and the sum of N86,000."",""“There has been series of arrest of criminals who are being prosecuted. “Priority is being paid to the crisis in southern Kaduna. The Inspector General of Police, Ibrahim Idris, has ordered a robust deployment of Mobile Police Force personnel and other units to the area."",""The exercise is code-named “Operation Harmony.” This operation is now yielding positive results,” the commissioner said. He called on members of the public to continue to support the command in its efforts to rid the state of criminal activities.""]",guardian.ng/news/police-arrest-5-for-planning-attack-on-southern-kaduna,02-02-17 19:00,Nigeria
387356,Laikipia Woman Rep Waruguru arrested over alleged incitement,"[""Laikipia Woman Representative Catherine Waruguru was on Friday arrested in Nanyuki moment after she left a security meeting with Interior Cabinet Secretary Fred Matiangi."",""Waruguru was arrested over allegations of incitement after she met with Probox and Sienta car drivers in a Nanyuki hotel whom police say were planning todisrupt a security meeting attended by CS Matiangi at the Mt. Kenya Safari Club."",""Several drivers were arrested and their cars impounded something Waruguru said was police harassment."",""The police want to show Matiangi that they are working, she claimed."",""The Laikipia Woman Rep also attended the security meeting that was also attended by former Inspector General of Police Joseph Boinnet,LaikipiaGovernor Ndiritu Muriithi and other leaders from the area."",""A defiant Waruguru said being arrested does not bother her."",""If anybody feels they want to detain me, they are free to detain me but nobody will stop me from defending my position and the position of the people of Laikipia, she said."",""The fiery legislator was capture on video arguing with a senior police officer moments before her arrest saying she was not inciting anybody."",""Im inciting nobody Are they (operators) criminals, theyre not? Get yourself busy doing some meaningful work, arrest criminals, the Al Shabaab, terrorists, bandits, that is your work. Stop intimidating young men and women who are doing business because they are meeting in a hotel. You think this is Kismayu? That they were meeting here to plan how to attack you, its not, she told a senior police officer."",""She was taken to the Nanyuki Police Station where she was released hours later.""]",citizentv.co.ke/news/laikipia-woman-rep-waruguru-arrested-over-alleged-incitement-236109/indexamp,14-03-19 20:00,Kenya
391089,Murang’a MCA arrested for allegedly defrauding woman of Ksh.3M,"[""Detectives from the Directorate of Criminal Investigations (DCI) on Monday arrested a Muranga Member of County Assembly (MCA) who is alleged to have conned a woman Ksh.3 million."",""Kagunduini Ward MCA Peter Mburu Muthoni allegedly pretended that he could offer the woman a tender to supply ballast to a Chinese company."",""The suspect together with others he had introduced as an Engineer\u0026 a senior staff at the Chinese company forged an agreement for the supply of ballast and in the process they defrauded the victim the said amount, said the DCI."",""Mr. Mburu, who is set to be arraigned on Tuesday, will face charges of  among other things  making a document without authority.""]",citizentv.co.ke/news/muranga-mca-arrested-for-allegedly-defrauding-woman-of-ksh-3m-238705,31-03-19 20:00,Kenya
190958,Two suspects detained longer over plot to free Iranians from Kamiti Prison,"[""Two suspectsaccused of plotting to facilitate the escape of two Iranian nationals detained at the Kamiti Maximum Prison over terrorism-related chargeswere on Wednesday detained for two more days while the third suspect remians out on bond."",""Wesley Kiptanui Kipkemoi (Kenyan prison warder), and Shemgrant Agyei (Ghanaian businessman) were detained following a successful application by the prosecution after completion of their earlier 10-day detention period."",""The third suspect in the case, Kenyan advocate Bundi Nyangaresi, was released on a cash bail of Ksh.100,000 and directed to report to the police for the period the two will be held."",""Anti-Terrorism Police Unit, through the prosecution, made the application to have the suspects held for more time, in order to seek ICT experts to recover CCTV footage of their meetings alleged to have been overwritten."",""Senior Prosecution Counsel Duncan Ondimu told Resident Magistrate Zainabu Abdul that CCTV cameras in areas under investigation are no longer working, adding that there is suspicion that they might have been interfered with."",""The alleged areas are around Westands, near Westgate mall and its parking lot, where police believe the suspects held their meetings before they were arrested."",""Mr. Ondimu told the court that the investigating team has since carried out data analysis from the suspects M-Pesa accounts and marked several accounts where they sent money within the period they were under investigation."",""The two Iranians whose escape was allegedly being planned are Ahmad Abolfathi Mohammed and Sayed Mansour Mousav who are being held in relation to terrorism activities in the country."",""The court was further told that the three suspects, with the help of a senior diplomat at the Iranian Embassy, were to unlawfully secure the release of the Iranians being detained at Kamiti Maximum Security Prison pending an appeal decision at the Supreme Court."",""The Supreme Court is set to deliver its judgement on March 15, 2019 on the fate of the two Iranians; the same day the three alleged escape planners will also be presented back before a magistrate court.""]",citizentv.co.ke/news/2-suspects-linked-to-botched-plan-to-break-alleged-terror-suspects-from-kamiti-detained-235778,12-03-19 20:00,Kenya
331088,Kenya Arrests Embassy Bomb Suspect,"[""\nNAIROBI, Kenya (AP) - Authorities have arrested a man with suspected\nties to Osama bin Laden's al-Qaida network who may have participated in\nthe 1998 bombing of the U.S. Embassy in Kenya, police said Monday.\n"",""\nPolice spokesman Dola Indidis initially identified the suspect as\nSheikh Ahmed Salim Swedan, whose name appears on a list of 22 most\nwanted terrorists issued Oct. 10 by President Bush. He was arrested\nSaturday in Mandera, 500 miles northeast of Nairobi on Kenya's border\nwith Somalia.\n"",""\nBut Indidis later said that police had not yet determined the man's\nidentity. \""We may not know all his names or aliases but I can confirm we\nhave arrested a sheikh.\""\n"",""\nSwedan's name and those of four other suspects are on a Dec. 16,\n1998, U.S. indictment that accuses bin Laden of masterminding both the\nNairobi embassy bombing and a simultaneous attack on the U.S. Embassy in\nDar es Salaam in neighboring Tanzania. The State Department offered $5\nmillion each for information leading to the arrests of the fugitives.\n"",""\nFour people were tried and convicted in a U.S. federal court in New\nYork in connection with the bombings.\n"",""\nIndidis said the suspect was arrested Saturday \""over concerns for the\nsecurity of the country\"" but did not elaborate. The suspect has not been\ncharged and it was not clear whether he had been transferred to Nairobi.\n"",""\nBillow Adam, chairman of Nairobi's Jamia Mosque, said police had\narrested the wrong man. He identified the suspect in custody as a friend\nnamed Ahmed Hassan Mursal, a man in his 60s whose nickname, \""Ahmed\nSudan,\"" may have confused authorities.\n"",""\nBut a U.S. official said the arrest stemmed from an October tip to\nthe embassy \""from a concerned Kenyan\"" that Swedan was living in Mandera.\n"",""\n\""The embassy passed this information along to Kenyan authorities, and\nwe understand that one individual is currently in custody while checks\nare being made to verify his identity,\"" U.S. embassy spokesman Peter\nClaussen said.\n"",""\nBritish Prime Minister Tony Blair identified Swedan as one of two\nal-Qaida operatives who bought a truck used in the Aug. 7, 1998 embassy\nbombing in Nairobi which killed 219 people, including 12 Americans.\n""]",ap.com/Kenya Arrests Embassy Bomb Suspect,09-12-01 19:00,
150659,"Driver absconds with N7.2m fuel, girlfriend, guarantor remanded","[""The police in Lagos have arrested a 25-year-old woman, Joy Okeke, after her boyfriend, Ofoagbu Ekene, reportedly diverted 40,000 litres of diesel worth N7.2m and fled."",""Okeke was apprehended along with a teacher, Lukman Kelani, who was said to have stood as a guarantor of the fleeing suspect at Northbridge Oil, which employed him as a driver."",""PUNCH Metro learnt that the company had sent Ekene to deliver the fuel at a filling station in Port Harcourt, Rivers State, on October 1."",""It was gathered that the company became worried two days after when the filling station that was supposed to receive the fuel called that it was still being awaited."",""After a futile attempt to reach Ekene, the company was said to have reported the matter to the police, which eventually recovered the company’s empty tanker at Aba, Anambra State."",""The police subsequently traced Ekene to his residence in the Ibeju Lekki area of Lagos on October 5 and picked his girlfriend up. The woman was said to have led the operatives to the guarantor’s house."",""The girlfriend told the police that she was at home together with Ekene on October 1 when he received a call from the company to embark on a trip to Port Harcourt."",""She said, “We have been together for four months now. I only know he hails from Abia State. I don’t know any of his family. We were at home on that day when he was called from the office to take fuel to Port Harcourt. He called me two days after, requesting that I send him recharge cards which I did. He said the vehicle he travelled in was faulty."",""“I was surprised when I was told by the police that he diverted the fuel and fled.”"",""Kelani, the guarantor, said Okeke, who is her church member and a colleague, persuaded him to vouch for Ekene when the company wanted to employ him."",""The 35-year-old teacher, who hails from Ogun State, added that the last time he heard from Ekene was September 24, when he (Ekene) congratulated him on the telephone on the birth of his new born baby."",""He said, “I stood as his guarantor because of the relationship between his lover and me. We attend the same church and teach in the same school. The last time we spoke was on the telephone. My wife just gave birth and Ekene called to congratulate us. I don’t know his whereabouts.”"",""The police, however, said the duo had refused to give useful information to trail the prime suspect and consequently arraigned them on Tuesday in a Tinubu Magistrate’s Court on one count of perversion of justice."",""The charge read, “That you, Lukman Kelani, Joy Okeke, and others at large, on October 5, 2016, at about 10am, at the Elemoro Police Station, in the Lagos Magisterial District, conspired among yourselves to obstruct, prevent, pervert or defeat the cause of justice by refusing to give the police any useful information about one Ofoagbu Ekene, who you (Kelani) signed for as a guarantor to enable him to secure a driving job at Northbridge Oil and having secured the job, he stole 40,000 litres of diesel valued at N7,280,000 property of Northbridge Oil, abandoned the truck in Anambra State and ran away.”"",""The police prosecutor, Inspector Philip Osijale, told the court that the offence contravened Section 97 of the Criminal Law of Lagos State, 2011."",""The defendants, however, pleaded not guilty to the count."",""The presiding magistrate, Mrs. M.B. Folami, granted them bail in the sum of N2m each with two sureties each in like sum."",""Folami added that the sureties must relate to the defendants by blood and deposit N500,000 each to the account of the chief registrar."",""The defendants were remanded in prison custody pending when their bail conditions would be perfected while the case was adjourned till November 21, 2016."",""Copyright PUNCH.        \nAll rights reserved. This material, and other digital content on this website, may not be reproduced, published, broadcast, rewritten or redistributed in whole or in part without prior express written permission from PUNCH."",""Contact: [email protected]""]",punchng.com/driver-absconds-n7-2m-fuel-girlfriend-guarantor-remanded,11-10-16 20:00,Nigeria
74326,Myanmar police arrest Muslims over Yangon bombings,"[""Myanmar police said Saturday they had arrested three Muslims for planting home-made bombs around Yangon and were investigating their links to “terrorists” in Rakhine state, where the army is cracking down on the Muslim Rohingya minority."",""Two crude explosive devices went off inside the regional government office compound on Friday night, the third such small-scale attack to hit Myanmar’s normally peaceful commercial hub in just over a week."",""None resulted in any casualties but spread unease in the country’s largest city, which is not frequently targeted by attacks despite Myanmar being home to several insurgencies."",""They come at a time of heightened tension after weeks of deadly violence in western Rakhine and clashes between the army and insurgents in northern Shan state."",""Police arrested the men on Friday in Yangon’s central Thingyangyun township after questioning a woman who had been at the site of other explosions."",""She was not taken into custody."",""“The three suspects have already been arrested with a bomb-making kit. They are Muslims,” a policeman told AFP, adding that they “admitted they made the other explosives.”"",""“Police are still investigating whether they have links with terrorists in Rakhine,” he added, speaking on condition of anonymity."",""Dozens of people have died in northern Rakhine after attacks on police border posts last months sparked a military crackdown."",""The government has blamed the raids on Islamist militants with a Pakistani Taliban-trained leader."",""Privately, diplomats have questioned this claim."",""Several videos of young men armed with knives and guns, purporting to be Rohingya freedom fighters, have appeared online."",""Denied citizenship the Rohingya are considered among the most persecuted people in the world."",""Presidential spokesman Zaw Htay posted images of a homemade bomb-making kit that he said one of the suspects had thrown away in the compound of a mosque close to where they were arrested."",""When contacted by AFP he declined to give further details, saying investigations were ongoing.""]",guardian.ng/news/myanmar-police-arrest-muslims-over-yangon-bombings,25-11-16 19:00,Nigeria
118094,Journalist jailed over Facebook comments,"[""An Abu Dhabi court jailed Wednesday a Jordanian journalist for three years over Facebook comments deemed insulting to the United Arab Emirates, Emirati state media and a Jordanian press union said."",""The Emirati state news agency WAM said a Jordanian national was handed a sentence of three years in prison and fined 500,000 dirhams ($136,130, 128,175 euros) for “insulting symbols of the state” on social media."",""The Jordan Press Association identified him as journalist Tayseer al-Najjar, whose detention in 2015 over comments critising the UAE among other countries drew condemnation from international rights groups."",""WAM said the Jordanian’s social media accounts would be shut down and his equipment confiscated by authorities as part of his sentence."",""He also faces deportation after having served his time in jail, it said."",""Najjar was detained in December 2015 and charged with violating the UAE’s cybercrime law over Facebook comments in which he criticised the United Arab Emirates, among other countries, over the 2014 Gaza war, according to rights groups Amnesty International and Human Rights Watch."",""Article 29 of the cybercrime law criminalises the publication online of information “with intent to make sarcasm or damage the reputation, prestige or stature of the State or… any of its symbols”."",""The Jordan Press Association, which had appointed a lawyer for Najjar, plans to appeal the verdict."",""“We respect the UAE’s judicial system… but we truly believed he would be found innocent,” Tareq Momani, head of the association, told AFP."",""“We are now waiting to see the result of the appeal. We are following the case through our lawyer and we hope that Najjar will be found not guilty,” he said.""]",guardian.ng/news/journalist-jailed-over-facebook-commets,14-03-17 20:00,Nigeria
145140,17 policemen arrested for taking bribes,"[""The Lagos State Police Command has arrested 17 policemen for acts of misconduct, including taking bribes."",""PUNCH Metro learnt that the policemen, who were arrested between October 6 and 28, 2016, were undergoing an orderly room trial."",""This is just as 26 armed robbery suspects and 18 suspected kidnappers were also rounded up by the police during the same period."",""A source told our correspondent that some of the arrested policemen risked dismissal, while others  could be demoted."",""The state Commissioner of Police, Fatai Owoseni, confirmed the arrest, adding that residents of the state should not hesitate to report erring officers to the command."",""He said, “A total number of 17 policemen were arrested in different areas of the state for misconduct. The necessary disciplinary measures are being taken against them."",""“The command is alive to its responsibilities. We have zero tolerance for crime. Also, a total of 26 armed robbery suspects and 18 suspected kidnappers were arrested by the command. We recovered two AK-47 rifles, 14 locally-made pistols and 193 live cartridges from them."",""“In the different police operations, 17 vehicles were recovered from criminal elements, while 11 mobile phones were also recovered.”"",""Copyright PUNCH.                All rights reserved. This material, and other digital content on this website, may not be reproduced, published, broadcast, rewritten or redistributed in whole or in part without prior express written permission from PUNCH."",""Contact:""]",punchng.com/%2a/17-policemen-arrested-taking-bribes/amp,01-11-16 20:00,Nigeria
380123,Five arrested for allegedly stealing goods worth over Ksh.2M,"[""Detectives from the Directorate of Criminal Investigations (DCI) on Tuesday arrested five people suspected to have stolen goods worth over Ksh.2 million from Cornstar Maize Millers in Makuyu."",""387 bales of Cornstar flour as well as other assorted items were reportedly recovered during the operations conducted in Nairobis Utawala and Thome estates."",""The five suspects  Duncan Kihumba (41), Stephen Nganga (39), Patrick Mwangi (38), Anthony Kimani (23) and Edward Mwangi (34)  are presently in police custody awaiting arraignment."",""According to the DCI, the suspects will be charged with robbery with violence and the recovered goods used as exhibits during prosecution.""]",citizentv.co.ke/news/five-arrested-for-allegedly-stealing-goods-worth-over-ksh-2m-268048,06-08-19 20:00,Kenya
382592,Headteacher arrested after showing up drunk to collect KCPE papers,"[""Police on Wednesday morning arrested a headteacher who showed up drunk to collect Kenya Certificate of Primary Education (KCPE) examination papers in Ol Kalou, Nyandarua County."",""Mr. Peter Kamau Ndegwa, who is the headteacher ofSouth Wales Primary School  a private institution  staggered to the collection centre at the Nyandarua County Commissioners office demanding to be served first."",""Nyandarua Central Deputy County Commissioner Gideon Oyagi, who confirmed the arrest, said the headteacher is set to be arraigned in court."",""We have directed the police to arraign him, thats a professional misconduct, said Mr. Oyagi.""]",citizentv.co.ke/news/headteacher-arrested-after-showing-up-drunk-to-collect-kcpe-papers-216889,30-10-18 20:00,Kenya
99987,Turkey detains 10 at condolence gathering for Ankara bomber,"[""Turkish security forces on Tuesday detained 10 people in a raid on a religious condolence gathering for the suicide bomber who killed 29 in last week’s attack on a military bus convoy in Ankara."",""Those detained were attending a traditional condolence gathering for the dead bomber inside a mosque in the Ipekyolu district of the eastern mainly-Kurdish city of Van, the official Anatolia news agency reported."",""The militant group which claimed the attack, the Kurdish Freedom Falcons (TAK), had identified the bomber as a Turkish Kurd from Van named Abdulbaki Somer with the nom-de-guerre Zinar Raperin."",""Among those arrested were the bomber’s brother, his father and the imam of the mosque, the report said. All were detained on charges of making propaganda for a terror organisation."",""Pictures published by the Dogan news agency showed the mosque adorned with pictures of Somer."",""A local MP for the pro-Kurdish Peoples’ Democratic Party (HDP), Tugba Hezer, was also reportedly at the gathering. Prosecutors have opened a criminal investigation and will seek to have her parliamentary immunity removed, several reports said."",""Prime Minister Ahmet Davutoglu denounced her presence at the gathering as “treachery” and called on the HDP to take a tough stance against her."",""“Taking part in a condolence ceremony for a suicide bomber, who spilt blood, commemorating him with respect, is the greatest treachery,” he said in parliament."",""His criticism was echoed by the leader of the main opposition Republican People’s Party (CHP), Kemal Kilicdaroglu, who accused Hezer of “encouraging acts of terror”."",""Ruling party lawmakers accuse the HDP of being the political wing of outlawed Kurdistan Workers Party (PKK) rebels but the faction insists it is an independent entity and condemns terrorism."",""The Turkish authorities initially said the suicide bomber was a Syrian citizen but later acknowledged Somer was the likely attacker, while insisting he had spent time in northern Syria.""]",guardian.ng/news/turkey-detains-10-at-condolence-gathering-for-ankara-bomber,22-02-16 19:00,Nigeria
19283,U.S. poll data expert working for Kenya opposition arrested,"[""NAIROBI (Reuters) - Kenyan police arrested an American election data expert working with opposition leader Raila Odinga’s National Super Alliance (NASA) ahead of Aug. 8 polls, an opposition senator and the U.S. embassy said on Saturday."",""Senator James Orengo said John Aristotle Phillips, chief executive of political technology and data provider Aristotle Inc., was detained late on Friday along with a Canadian national, whom he did not name."",""The pair were being deported, he added."",""Besides his work on political data analysis, Phillips is known in the United States as the “A-Bomb Kid” for designing an atomic weapon from publicly available information while studying as an undergraduate at Princeton in the 1970s."",""“The police invaded their apartment,” Orengo told a news conference, adding that the pair were manhandled and thrown into the back of a vehicle."",""The U.S. embassy in Nairobi confirmed that an American and a Canadian had been detained and were leaving the east African country ahead of Tuesday’s electoral showdown between Odinga and President Uhuru Kenyatta."",""“They’re safe \u0026 departing Kenya,” the embassy said on Twitter, without elaborating."",""Two police spokesmen contacted by Reuters did not answer their phones or respond to text messages requesting comment."",""Opinion polls suggest Kenyatta, the son of Kenya’s first president, and Odinga, who is fighting his fourth presidential election, are neck-and-neck, leading many Kenyans to fear a disputed result and possible violence."",""Odinga told Reuters this week Kenyatta could only win by rigging the vote, a stance that intensified public concerns of violence after the murder of a senior election commission technology expert."",""Kenyatta responded by challenging Odinga to produce the evidence."",""In 2007, Odinga’s call for demonstrations after a disputed result triggered ethnic clashes in which at least 1,200 people were killed. He also disputed the outcome of a 2013 election but limited his complaints to the courts, not the streets."",""The BBC said this week Kenyatta’s ruling Jubilee Party had hired Cambridge Analytica, another data-mining company, to advise its campaign. Cambridge Analytica was also used by Donald Trump in his U.S. presidential run.""]",reuters.com/article/us-kenya-election/us-poll-data-expert-working-for-kenya-opposition-arrested-idUSKBN1AL0EM,04-08-17 20:00,
12073,Nigeria arrests businessman in connection with girls' abductions,"[""MAIDUGURI Nigeria (Reuters) - Nigerian troops have arrested a businessman suspected of being at the head of a Boko Haram intelligence network that helped plan the abduction of more than 200 school girls in the northeast, the military said on Tuesday."",""The man had helped the Islamist militant group plan several attacks, including the killing of traditional ruler the Emir of Gwoza, it said in a statement."",""Two women were also arrested as part of the investigation, one of whom was accused of coordinating payments to other “operatives”."",""A year old intensive military operation against Boko Haram has so far failed to crush the rebels, whose struggle for an Islamic state in largely Muslim northern Nigeria has killed thousands since it was launched in 2009."",""The insurgency has destabilized much of the northeast of Africa’s top oil producer and biggest economy."",""The abduction in mid-April of 276 school girls, 219 of which remain in captivity, has become a symbol of the government’s powerlessness to protect civilians from attack."",""Defense spokesman Major-General Chris Olukolade said in a statement that the arrested man used his membership of a pro-government vigilante group “as a cover, while remaining an active terrorist”. Olukolade said the man had coordinated several deadly attacks in Maiduguri since 2011, including on customs and military locations as well as the planting improvised bombs."",""Violence has been relentless in northeast Nigeria in particular, with hundreds killed in the past two months. There have also been bombings blamed on the militant group in the capital Abuja. On Sunday, the Chibok community was attacked again in three places. Militants opened fire on churches and homes, killing dozens and burning houses to the ground.""]",reuters.com/article/us-nigeria-violence-arrest-idUSKBN0F63HS20140701,30-06-14 20:00,
337466,Kenya police kill at least 20 suspected members of outlawed Mungiki sect,"[""NAIROBI, Kenya (AP) - Kenyan police stormed a Nairobi slum searching for members of a shadowy religious sect accused of beheading its victims, killing 22 suspects and arresting 100 during overnight gunbattles, officials said Tuesday.   "",""The Mungiki members were shot over about eight hours between Monday night and early Tuesday, police said. Authorities were on a manhunt following Monday's shooting deaths of two police officers, believed to be the work of Mungiki.   "",""\""The police mounted an operation to crack down on those who were behind the killing,\"" police spokesman Eric Kiraithe told The Associated Press. More than 100 people tried to obstruct the operation and a shootout broke out, he said.   "",""Mungiki, which has been outlawed since 2002, is suspected in the deaths of at least 18 people in the past three months, including 10 people found mutilated or beheaded since May. The latest beheadings were overnight, the same time as the gunbattles in Nairobi, in Muranga, 40 miles (65 kilometers) north of the capital, police said.   "",""A freelance TV journalist videotaped the raid in Nairobi's Mathare slum, showing senior police official Julius Ndegwa standing over the corpse of one of the officers killed Monday night. He exhorted more than a dozen police surrounding him to \""clamp down on these elements.\""   "",""\""We dispose of them and we crack down on these characters right away,\"" Ndegwa said.   "",""The officers respond: \""Immediately, sir.\""   "",""The tape also shows officers kicking and beating people with truncheons as gunfire popped in the background during the overnight operation.   "",""Mungiki faxed a statement to  Kenya Television Network on Tuesday, saying the battles killed just one of its members.   "",""Bramwel Ochieng, 25, who lives in Mathare, said police took too long to start trying to wipe out the Mungiki. The group also is accused of extorting money from minibus drivers who provide the main form of public transport in Kenya.   "",""\""These people have terrorized us for years,\"" he said. \""Police know about them but they take bribes and leave ... They only act when one of them (a police officer) is killed.\""   "",""Last week, the government said police had arrested 2,464 suspected Mungiki followers in recent months.   "",""The violence has raised fears that Mungiki members are out to disrupt the elections in December, when President Mwai Kibaki will seek a second term. Police say they found leaflets allegedly circulated by the group calling on Kenyan youth to join up and prepare for an uprising against the government.   "",""The leaflet includes a threat: \""If one youth is killed we shall kill 10 police.\""   "",""Clashes have broken out every election year since 1992, and this year has been no different. Besides the Mungiki violence, land disputes in the Mount Elgon area, 320 miles (515 kilometers) northwest of Nairobi, have killed more than 140 people and forced tens of thousands from their homes.   "",""On Friday, President Mwai Kibaki said criminals behind the wave of violence act as if they have a right to kill.   "",""\""No one has such a right and if you do that and hide wherever you can, we will get you. Now there is nobody who will think that person has a right to live,\"" Kibaki said in off-the-cuff remarks during celebrations to mark the anniversary of the country's partial independence from British colonial rule on June 1, 1963.   "",""Mungiki is believed to have thousands of adherents, all drawn from the Kikuyu, Kenya's largest tribe. The group, whose name means \""multitude\"" in the Kikuyu language, was inspired by the bloody Mau Mau rebellion of the 1950s against the British. In recent years, it has been linked to extortion, murder and political violence.   "",""Members traditionally wear dreadlocks, inspired by the Mau Mau who wore them as a symbol of anti-colonialism and their determination not to conform to Western norms. In recent years, however, many Mungiki have shaved their heads, believing dreadlocks are too conspicuous.   "",""Sect members pray facing Mount Kenya, which the Kikuyu believe to be the home of their supreme deity. The group also encourages female genital mutilation and using tobacco snuff.   "",""Mungiki was outlawed in 2002 after at least 20 people were killed in fighting between the Mungiki and another gang called the Taliban, whose members are drawn from the Luo tribe of western Kenya.   "",""Mutuma Ruteere, dean of the Kenya Human Rights Institute, linked the Mungiki problem to poverty.   "",""\""We have no policies to ensure that young, poorly educated people have a livelihood and a stake in the future of this country,\"" he told The Associated Press. \""You can have the economy growing at 6 percent but these young men do not have shares at the stock exchange so this does not help them with anything.\""   "",""------   "",""AP writers Tom Maliti and Rob Jillo contributed to this report from Nairobi.   ""]",ap.com/Kenya police kill at least 20 suspected members of outlawed Mungiki sect,04-06-07 20:00,
380920,Four suspects arrested after robbing man of Ksh.70K in Kitui,"[""Detectives from the Directorate of Criminal Investigations (DCI) on Sunday night arrested four robbery with violence suspects at Wikilaylie market in Kitui County."",""The four were part of a six-man gang that had attacked and injured a man before robbing him of Ksh. 70,000, three mobile phones and Safaricom credit cards at Nguuni Trading Centre."",""The arrested suspects are: Musembi Musyoka, 42, and Kasola Nzulya, 46 (both Kamiti Maximum Prison ex-convicts), 43-year-old Peter Mwendwa (Malindi Prison ex-convict) and Silvester Onyango, 35."",""They were nabbed after detectives pursued and intercepted the vehicle they fled in after conducting the robbery."",""A Patchet SMG sub-machine gun with several rounds of ammunition as well as two pangas and an M-Pesa operation phone were recovered during the operation.""]",citizentv.co.ke/news/four-suspects-arrested-after-robbing-man-of-ksh-70k-in-kitui-293024,10-11-19 19:00,Kenya
