title,text,subject,ext_subject,Title_based,Event_based,target,ext_target,Title_based,Event_based,,title,text,subject,ext_subject,sent0_based,Event_based,target,ext_target,sent0_based,Event_based
Tanzania leader released on bail,"Freeman Mbowe, the chairman of Tanzania's opposition party Chadema has been released on bail by a local court, a day after police shot dead two anti-government protesters.After being released along with a group of other opposition legislators and their supporters on Thursday, Mbowe urged his followers to continue to fight for their rights. 
 ""We are brave leaders, we will keep fighting for our rights without fear, we will not be afraid to suffer or get injured while defending our nation and we are requesting the youth, women and elders of Arusha, to understand that we know there are laws and orders of ruling the country,"" he said.Following his release, Mbowe and other Chadema leaders visited a local hospital where a dozen opposition supporters were admitted with gunshot wounds and other injuries after riot police fired at crowds of protesters during a banned rally in the northern town of Arusha on Wednesday.Several thousand supporters of the Chadema party had gathered in the town centre to protest what they say was the fraudulent re-election of Jakaya Kikwete, the president, in October. 
 Several protesters were taken in by police who fired to disperse crowds trying to march on the police headquarters. 
 The provincial police chief said 49 Chadema members had been arrested, including Mbowe and Wilbrod Slaa, the party secretary-general and who ran in the October presidential election and finished second. 
 Mbowe said they had information that the police had used live ammunition which caused deaths during the protest. 
 ""A lot of people have been shot by live bullets and some have been fatal,"" he said. 
 ""We have information that few people have lost their lives following the wounds inflicted to them by the police force using live ammunition including the tear bombs. And now we have to form a committee which will probably come and visit this hospital to find out what we can do.""",local court,leader,,,"Freeman Mbowe, the chairman of Tanzania's opposition party Chadema",NA,,,,"Freeman Mbowe, the chairman of Tanzania's opposition party Chadema has been released on bail by a local court, a day after police shot dead two anti-government protesters.After being released along with a group of other opposition legislators and their supporters on Thursday, Mbowe urged his followers to continue to fight for their rights.","Freeman Mbowe, the chairman of Tanzania's opposition party Chadema has been released on bail by a local court, a day after police shot dead two anti-government protesters.After being released along with a group of other opposition legislators and their supporters on Thursday, Mbowe urged his followers to continue to fight for their rights. 
 ""We are brave leaders, we will keep fighting for our rights without fear, we will not be afraid to suffer or get injured while defending our nation and we are requesting the youth, women and elders of Arusha, to understand that we know there are laws and orders of ruling the country,"" he said.Following his release, Mbowe and other Chadema leaders visited a local hospital where a dozen opposition supporters were admitted with gunshot wounds and other injuries after riot police fired at crowds of protesters during a banned rally in the northern town of Arusha on Wednesday.Several thousand supporters of the Chadema party had gathered in the town centre to protest what they say was the fraudulent re-election of Jakaya Kikwete, the president, in October. 
 Several protesters were taken in by police who fired to disperse crowds trying to march on the police headquarters. 
 The provincial police chief said 49 Chadema members had been arrested, including Mbowe and Wilbrod Slaa, the party secretary-general and who ran in the October presidential election and finished second. 
 Mbowe said they had information that the police had used live ammunition which caused deaths during the protest. 
 ""A lot of people have been shot by live bullets and some have been fatal,"" he said. 
 ""We have information that few people have lost their lives following the wounds inflicted to them by the police force using live ammunition including the tear bombs. And now we have to form a committee which will probably come and visit this hospital to find out what we can do.""",local court,"a court , a day after police shot dead two anti - government protesters . After being released along with a group of other opposition legislators and their supporters on Thursday , Mbowe urged his followers to continue to fight for their rights .",,,"Freeman Mbowe, the chairman of Tanzania's opposition party Chadema",local,,
Mexico police arrest student protesters in campus raids,"Police in Mexico have raided three teachers' colleges in the western state of Michoacan after more than a week of protests against curriculum changes.

Officers arrested at least 120 people as they stormed the schools, where students were holding buses and delivery trucks that they had seized.

Ten officers were injured, three of them seriously, in clashes with demonstrators, state officials said.

Several vehicles including patrol cars were set on fire in Monday's violence.",Police in Mexico,arrest,,,student protesters,NA,,,,Police in Mexico have raided three teachers' colleges in the western state of Michoacan after more than a week of protests against curriculum changes.,"Police in Mexico have raided three teachers' colleges in the western state of Michoacan after more than a week of protests against curriculum changes.

Officers arrested at least 120 people as they stormed the schools, where students were holding buses and delivery trucks that they had seized.

Ten officers were injured, three of them seriously, in clashes with demonstrators, state officials said.

Several vehicles including patrol cars were set on fire in Monday's violence.",Police in Mexico,Police,,,student protesters,western,,
Mexico mayors to be charged over alleged cartel links,"Two serving and one former mayor in the western Mexican state of Michoacan are being held over allegations they have links to a notorious drugs cartel.

A federal judge has ordered they be charged with organised crime.

The move follows the publication on social media of videos showing them apparently meeting the leader of the Knights Templar cartel.

The Knights Templar control much of the methamphetamine and marijuana trade in western Mexico.

The federal chief of criminal investigations, Tomas Zeron, said the mayors of the towns of Huetamo and Patzcuaro, Dalia Santana and Salma Karrum, as well as the former mayor of Lazaro Cardenas, Arquimides Oseguera, would be charged.",unspecified / court,mayors,,,two serving and one former mayor,NA,,,,Two serving and one former mayor in the western Mexican state of Michoacan are being held over allegations they have links to a notorious drugs cartel.,"Two serving and one former mayor in the western Mexican state of Michoacan are being held over allegations they have links to a notorious drugs cartel.

A federal judge has ordered they be charged with organised crime.

The move follows the publication on social media of videos showing them apparently meeting the leader of the Knights Templar cartel.

The Knights Templar control much of the methamphetamine and marijuana trade in western Mexico.

The federal chief of criminal investigations, Tomas Zeron, said the mayors of the towns of Huetamo and Patzcuaro, Dalia Santana and Salma Karrum, as well as the former mayor of Lazaro Cardenas, Arquimides Oseguera, would be charged.",unspecified / court,they,,,two serving and one former mayor,serving and one former mayor in the western Mexican state,,
Mexican photojournalist Ruben Espinosa found dead,"A Mexican photojournalist has been found dead along with four other people in a flat in Mexico City.

Ruben Espinosa, who worked for the investigative magazine Proceso, had recently moved to the city from the eastern state of Veracruz where he said he had been threatened and harassed.",unspecified ,Espinosa,,,Mexican photojournalist,NA,,,,A Mexican photojournalist has been found dead along with four other people in a flat in Mexico City.,"A Mexican photojournalist has been found dead along with four other people in a flat in Mexico City.

Ruben Espinosa, who worked for the investigative magazine Proceso, had recently moved to the city from the eastern state of Veracruz where he said he had been threatened and harassed.",unspecified ,found,,,Mexican photojournalist,NA,,
Mexican president Pena Nieto to overhaul police,"Mexican President Enrique Pena Nieto has announced plans to overhaul the country's municipal police forces after the disappearance of 43 students.

He plans to put all local police units under federal control.

The students, all trainee teachers, went missing in September after joining a protest in Iguala, Guerrero state.

Their disappearance sparked mass protests, with many still unconvinced by the official explanation that the students were murdered by a drugs gang.",Mexican President Enrique Peña Nieto,Nieto,,,Municipal police forces,Mexican president Pena Nieto to overhaul police,,,,Mexican President Enrique Pena Nieto has announced plans to overhaul the country's municipal police forces after the disappearance of 43 students.,"Mexican President Enrique Pena Nieto has announced plans to overhaul the country's municipal police forces after the disappearance of 43 students.

He plans to put all local police units under federal control.

The students, all trainee teachers, went missing in September after joining a protest in Iguala, Guerrero state.

Their disappearance sparked mass protests, with many still unconvinced by the official explanation that the students were murdered by a drugs gang.",Mexican President Enrique Peña Nieto,Nieto,,,Municipal police forces,Mexican President Enrique Pena Nieto has announced plans to overhaul the country 's municipal police forces after the disappearance,,
Turkey HDP: Court jails pro-Kurdish leader Demirtas,"A leading Kurdish politician has been jailed for making and ""spreading terrorist propaganda"" for militants fighting the Turkish state.

Selahattin Demirtas, a former co-chair of the pro-Kurdish Peoples' Democratic Party (HDP), will serve four years and eight months in jail, state media say.",court,HDP,,,leading Kurdish politician,NA,,,,"A leading Kurdish politician has been jailed for making and ""spreading terrorist propaganda"" for militants fighting the Turkish state.","A leading Kurdish politician has been jailed for making and ""spreading terrorist propaganda"" for militants fighting the Turkish state.

Selahattin Demirtas, a former co-chair of the pro-Kurdish Peoples' Democratic Party (HDP), will serve four years and eight months in jail, state media say.",court,jailed,,,leading Kurdish politician,"leading Kurdish politician has been jailed for making and "" spreading terrorist propaganda "" for militants",,
Turkey journalists and activist acquitted of terrorism charges,"A Turkish court has acquitted two journalists and a human rights activist of terrorism charges.

The three defendants had been accused of spreading terrorist propaganda for their work with a Kurdish newspaper, which has since been closed down.

But the three maintained they were defending free speech amid a clampdown by President Recep Tayyip Erdogan.",Turkish court,journalists,,,two journalist and human rights activists,NA,,,,A Turkish court has acquitted two journalists and a human rights activist of terrorism charges.,"A Turkish court has acquitted two journalists and a human rights activist of terrorism charges.

The three defendants had been accused of spreading terrorist propaganda for their work with a Kurdish newspaper, which has since been closed down.

But the three maintained they were defending free speech amid a clampdown by President Recep Tayyip Erdogan.",Turkish court,court,,,two journalist and human rights activists,Turkish court has acquitted two journalists and a human rights activist of terrorism charges,,
Turkey charges press freedom activists with 'terrorist propaganda',"A court in Turkey has charged three people with ""terrorist propaganda"", including a representative of Reporters Without Borders (RSF).

It ordered the arrest of RSF representative Erol Onderoglu, journalist Ahmet Nesin and academic Sebnem Korur Fincanci.

RSF said it was ""an unbelievable low for press freedom in Turkey"".

The arrests come despite the EU pressuring Ankara to stop prosecuting academics and journalists.",court in Turkey,charges,,,press freedom activists,terrorist propaganda,,,,"A court in Turkey has charged three people with ""terrorist propaganda"", including a representative of Reporters Without Borders (RSF).","A court in Turkey has charged three people with ""terrorist propaganda"", including a representative of Reporters Without Borders (RSF).

It ordered the arrest of RSF representative Erol Onderoglu, journalist Ahmet Nesin and academic Sebnem Korur Fincanci.

RSF said it was ""an unbelievable low for press freedom in Turkey"".

The arrests come despite the EU pressuring Ankara to stop prosecuting academics and journalists.",court in Turkey,court,,,press freedom activists,terrorist,,
Syrian migrants in Turkey face deadline to leave Istanbul,"Thousands of Syrian migrants have until Tuesday to leave Istanbul or face expulsion from Turkey's biggest city.

Authorities have told unregistered migrants to return to the province they are registered in, as part of a bid to relieve pressure on the city.

But some Syrians told the BBC many were being deported to Idlib, inside Syria, where fighting is escalating.

They say many are being forced to sign voluntary return documents that they cannot read or understand.

The order to relocate was issued in late July, giving those affected about a month to comply.",unspecified,migrants,,,Syrian migrants,Syrian migrants in Turkey face deadline,,,,Thousands of Syrian migrants have until Tuesday to leave Istanbul or face expulsion from Turkey's biggest city.,"Thousands of Syrian migrants have until Tuesday to leave Istanbul or face expulsion from Turkey's biggest city.

Authorities have told unregistered migrants to return to the province they are registered in, as part of a bid to relieve pressure on the city.

But some Syrians told the BBC many were being deported to Idlib, inside Syria, where fighting is escalating.

They say many are being forced to sign voluntary return documents that they cannot read or understand.

The order to relocate was issued in late July, giving those affected about a month to comply.",unspecified,Thousands,,,Syrian migrants,Syrian migrants,,
Turkey purges more workers ahead of Erdogan swearing-in,"Turkey has sacked another 18,000 state workers, in the latest purge triggered by a failed coup two years ago.

Those dismissed include soldiers, police and academics. A TV channel and three newspapers have also been closed.

Since the coup attempt the government has fired more than 125,000 people, introduced emergency rule and clamped down on the media and the opposition.

The move comes as President Recep Tayyip Erdogan is preparing to be sworn in with sweeping new powers on Monday.",Turkey,Turkey,,,state workers,more workers ahead of Erdogan swearing,,,,"Turkey has sacked another 18,000 state workers, in the latest purge triggered by a failed coup two years ago.","Turkey has sacked another 18,000 state workers, in the latest purge triggered by a failed coup two years ago.

Those dismissed include soldiers, police and academics. A TV channel and three newspapers have also been closed.

Since the coup attempt the government has fired more than 125,000 people, introduced emergency rule and clamped down on the media and the opposition.

The move comes as President Recep Tayyip Erdogan is preparing to be sworn in with sweeping new powers on Monday.",Turkey,Turkey,,,state workers,latest purge,,
Kurdish mayors on trial in Turkey,"Fifty-six Kurdish mayors have gone on trial in Turkey, charged with aiding and abetting a terrorist organisation.
They were indicted after writing to the Danish Prime Minister Anders Fogh Rasmussen asking him not to close down Danish-based Kurdish Roj TV station",unspecified / court,mayors,,,Fifty-six mayors,NA,,,,"Fifty-six Kurdish mayors have gone on trial in Turkey, charged with aiding and abetting a terrorist organisation.","Fifty-six Kurdish mayors have gone on trial in Turkey, charged with aiding and abetting a terrorist organisation.
They were indicted after writing to the Danish Prime Minister Anders Fogh Rasmussen asking him not to close down Danish-based Kurdish Roj TV station",unspecified / court,Fifty,,,Fifty-six mayors,Kurdish mayors have gone on trial,,
Mayors of Kurdish Turkey city Diyarbakir held in terror probe,"The co-mayors of Diyarbakir, Turkey's largest Kurdish-majority city, have been detained as part of a terrorism investigation, security officials say.

Gultan Kisanak was held at the local airport, while Firat Anli was arrested at his home in the south-eastern city.

President Recep Tayyip Erdogan has vowed to prosecute local officials accused of links to the banned Kurdistan Workers' Party (PKK).

In September, 28 elected mayors in largely Kurdish towns were sacked.",uspecified / police,Mayors,,,co-mayors of Diyarbakir,NA,,,,"The co-mayors of Diyarbakir, Turkey's largest Kurdish-majority city, have been detained as part of a terrorism investigation, security officials say.","The co-mayors of Diyarbakir, Turkey's largest Kurdish-majority city, have been detained as part of a terrorism investigation, security officials say.

Gultan Kisanak was held at the local airport, while Firat Anli was arrested at his home in the south-eastern city.

President Recep Tayyip Erdogan has vowed to prosecute local officials accused of links to the banned Kurdistan Workers' Party (PKK).

In September, 28 elected mayors in largely Kurdish towns were sacked.",uspecified / police,officials,,,co-mayors of Diyarbakir,mayors of Diyarbakir,,
Chico Mendes: The Brazilian environmental activist killed for trying to save the Amazon,"In December 1988, the Brazilian environmental activist, Chico Mendes, was shot dead by cattle ranchers angered by his efforts to stop them exploiting land in the Amazon jungle.",cattle ranchers,activist,,,environmental activst Chico Mendes,Brazilian environmental activist killed for trying to save the Amazon,,,,"In December 1988, the Brazilian environmental activist, Chico Mendes, was shot dead by cattle ranchers angered by his efforts to stop them exploiting land in the Amazon jungle.","In December 1988, the Brazilian environmental activist, Chico Mendes, was shot dead by cattle ranchers angered by his efforts to stop them exploiting land in the Amazon jungle.",cattle ranchers,shot,,,environmental activst Chico Mendes,Brazilian,,
Nizar Zakka: Iran releases Lebanese US resident convicted of spying,"Iran has released a Lebanese businessman imprisoned on charges of spying for the United States.

Nizar Zakka, who is a US permanent resident, arrived in Beirut on a plane with the head of Lebanon's General Security directorate, Abbas Ibrahim.",Iran / government,Iran,,,Lebanese businessman,Lebanese US resident convicted of spying,,,,Iran has released a Lebanese businessman imprisoned on charges of spying for the United States.,"Iran has released a Lebanese businessman imprisoned on charges of spying for the United States.

Nizar Zakka, who is a US permanent resident, arrived in Beirut on a plane with the head of Lebanon's General Security directorate, Abbas Ibrahim.",Iran / government,Iran,,,Lebanese businessman,Lebanese businessman imprisoned on charges,,
Hong Kong rebel lawmakers protest China at oath-taking,"Hong Kong pro-democracy lawmakers have caused chaos at the city's Legislative Council by using their oaths to stage boisterous anti-China protests.

Secretary General Kenneth Chen said the oaths of Sixtus Leung, Yau Wai-ching and Edward Yiu were invalid.",pro-democracy lawmakers,lawmakers,,,China,at oath,,,,Hong Kong pro-democracy lawmakers have caused chaos at the city's Legislative Council by using their oaths to stage boisterous anti-China protests.,"Hong Kong pro-democracy lawmakers have caused chaos at the city's Legislative Council by using their oaths to stage boisterous anti-China protests.

Secretary General Kenneth Chen said the oaths of Sixtus Leung, Yau Wai-ching and Edward Yiu were invalid.",pro-democracy lawmakers,lawmakers,,,China,pro - democracy lawmakers have caused chaos at the city 's Legislative Council,,
Berta Caceres: Honduras executive held over dam activist's murder,"Police in Honduras have arrested an energy company executive on suspicion of masterminding the murder of a renowned environmental activist.

Berta Caceres was shot dead inside her home exactly two years ago, on the night of 2 March 2016.

She had led protests against a dam project.",police in Honduras,Berta,,,energy company executive,'s murder,,,,Police in Honduras have arrested an energy company executive on suspicion of masterminding the murder of a renowned environmental activist.,"Police in Honduras have arrested an energy company executive on suspicion of masterminding the murder of a renowned environmental activist.

Berta Caceres was shot dead inside her home exactly two years ago, on the night of 2 March 2016.

She had led protests against a dam project.",police in Honduras,Police,,,energy company executive,renowned,,
Shell accused of abuses in Nigeria's Ogoniland,"Oil giant Shell should be investigated for alleged complicity in"" horrific crimes"" committed by the military in Nigeria in the 1990s, Amnesty International has said.

Shell encouraged a crackdown, which led to killings and the burning of villages in the oil-producing Ogoniland region, the rights group added.

The Anglo-Dutch oil firm said the allegations were ""without merit"".",unspecified ,Shell,,,Oil giant Shell,NA,,,,"Oil giant Shell should be investigated for alleged complicity in"" horrific crimes"" committed by the military in Nigeria in the 1990s, Amnesty International has said.","Oil giant Shell should be investigated for alleged complicity in"" horrific crimes"" committed by the military in Nigeria in the 1990s, Amnesty International has said.

Shell encouraged a crackdown, which led to killings and the burning of villages in the oil-producing Ogoniland region, the rights group added.

The Anglo-Dutch oil firm said the allegations were ""without merit"".",unspecified ,"the in Nigeria in the 1990s ,",,,Oil giant Shell,Shell should be investigated for alleged complicity,,
Honduras indigenous rights activist Berta Caceres killed,"Award-winning Honduran indigenous rights activist Berta Caceres has been killed in the western town of La Esperanza.

Two men entered Ms Caceres' home on Thursday and shot her dead, Hugo Maldonado, of the Honduran Committee for the Defense of Human Rights, said.",unspecified,Caceres,,,indigenous rights activist Berta Caceres,NA,,,,Award-winning Honduran indigenous rights activist Berta Caceres has been killed in the western town of La Esperanza.,"Award-winning Honduran indigenous rights activist Berta Caceres has been killed in the western town of La Esperanza.

Two men entered Ms Caceres' home on Thursday and shot her dead, Hugo Maldonado, of the Honduran Committee for the Defense of Human Rights, said.",unspecified,killed,,,indigenous rights activist Berta Caceres,Honduran indigenous rights activist Berta Caceres has been killed in the western town,,
Amazon: Yanomami tribe's Davi Kopenawa gets death threats,"One of Brazil's most prominent indigenous leaders has called for police protection following a series of death threats.

Davi Kopenawa of the Yanomami tribe in the Amazon rainforest said armed men had raided the offices of lawyers working with him.

He said they were hired gunmen who had asked for him and wanted to kill him.

In February a major operation began to evict hundreds of gold miners from Yanomami land.",unspecified,Kopenawa,,,Yanomami tribe's Davi Kopenawa,death threats,,,,One of Brazil's most prominent indigenous leaders has called for police protection following a series of death threats.,"One of Brazil's most prominent indigenous leaders has called for police protection following a series of death threats.

Davi Kopenawa of the Yanomami tribe in the Amazon rainforest said armed men had raided the offices of lawyers working with him.

He said they were hired gunmen who had asked for him and wanted to kill him.

In February a major operation began to evict hundreds of gold miners from Yanomami land.",unspecified,One,,,Yanomami tribe's Davi Kopenawa,NA,,
Canan Kaftanciouglu: Turkish opposition figure faces jail for tweets,"A leading secular politician in Turkey has been sentenced to nearly 10 years in jail for ""terror propaganda and insults"" against the Turkish state.

Canan Kaftancioglu, 47, was convicted mainly over tweets which date back several years.",unspecified / court,figure,,,leading secular politician,Turkish opposition figure faces jail for tweets,,,,"A leading secular politician in Turkey has been sentenced to nearly 10 years in jail for ""terror propaganda and insults"" against the Turkish state.","A leading secular politician in Turkey has been sentenced to nearly 10 years in jail for ""terror propaganda and insults"" against the Turkish state.

Canan Kaftancioglu, 47, was convicted mainly over tweets which date back several years.",unspecified / court,sentenced,,,leading secular politician,NA,,
Tanzania MP Zitto Kabwe gets death threats over World Bank loan,"An opposition party in Tanzania has condemned death threats issued against its leader after he asked the World Bank to withhold a loan to the government over human rights concerns.

ACT party said Zitto Kabwe had been vilified and targeted.",unspecified ,Kabwe,,,Tanzania MP Zitto Kabwe,Bank loan,,,,An opposition party in Tanzania has condemned death threats issued against its leader after he asked the World Bank to withhold a loan to the government over human rights concerns.,"An opposition party in Tanzania has condemned death threats issued against its leader after he asked the World Bank to withhold a loan to the government over human rights concerns.

ACT party said Zitto Kabwe had been vilified and targeted.",unspecified ,party,,,Tanzania MP Zitto Kabwe,human,,
Ukraine police move on protesters and opposition party,"Ukrainian police have begun moving against protesters in central Kiev, with some protest camps in front of government buildings dismantled.

An opposition party said security forces had raided its headquarters.",Ukraine police,police,,,protesters ,NA,,,,"Ukrainian police have begun moving against protesters in central Kiev, with some protest camps in front of government buildings dismantled.","Ukrainian police have begun moving against protesters in central Kiev, with some protest camps in front of government buildings dismantled.

An opposition party said security forces had raided its headquarters.",Ukraine police,police,,,protesters ,NA,,
Peru's opposition leader Keiko Fujimori in custody again,"Peru's opposition leader Keiko Fujimori has returned to prison for a new 15-month pre-trial term amid ongoing investigations into accusations of corruption and money laundering.

Ms Fujimori has already spent 13 months in jail but Peru's top constitutional court ordered her release in November.",unspecified / court,Fujimori,,,opposition leader Keiko Fujimori,NA,,,,Peru's opposition leader Keiko Fujimori has returned to prison for a new 15-month pre-trial term amid ongoing investigations into accusations of corruption and money laundering.,"Peru's opposition leader Keiko Fujimori has returned to prison for a new 15-month pre-trial term amid ongoing investigations into accusations of corruption and money laundering.

Ms Fujimori has already spent 13 months in jail but Peru's top constitutional court ordered her release in November.",unspecified / court,Fujimori,,,opposition leader Keiko Fujimori,NA,,
Cameroon opposition leader Maurice Kamto walks free from jail,"A military court in Cameroon has freed opposition leader Maurice Kamto, who had been in prison for nine months and facing charges of insurrection.

His release, along with that of dozens of his supporters, comes as President Paul Biya is aiming to strike a more conciliatory tone.",military court,Kamto,,,opposition leader Maurice Kamto,NA,,,,"A military court in Cameroon has freed opposition leader Maurice Kamto, who had been in prison for nine months and facing charges of insurrection.","A military court in Cameroon has freed opposition leader Maurice Kamto, who had been in prison for nine months and facing charges of insurrection.

His release, along with that of dozens of his supporters, comes as President Paul Biya is aiming to strike a more conciliatory tone.",military court,court,,,opposition leader Maurice Kamto,military court in Cameroon,,
"Guatemala sweeps up migrant group, returns them to border","EL CINCHADO, Guatemala (AP) — Guatemalan police accompanied by U.S. Immigration and Customs Enforcement agents swept up the majority of a group of some 300 migrants Thursday, loaded them on buses and took them back to the Honduran border, effectively dashing their plans to travel together in a “caravan” with hopes of reaching the United States.",guatemalan police,Guatemala,,,300 migrants,to border,,,,"EL CINCHADO, Guatemala (AP) — Guatemalan police accompanied by U.S. Immigration and Customs Enforcement agents swept up the majority of a group of some 300 migrants Thursday, loaded them on buses and took them back to the Honduran border, effectively dashing their plans to travel together in a “caravan” with hopes of reaching the United States.","EL CINCHADO, Guatemala (AP) — Guatemalan police accompanied by U.S. Immigration and Customs Enforcement agents swept up the majority of a group of some 300 migrants Thursday, loaded them on buses and took them back to the Honduran border, effectively dashing their plans to travel together in a “caravan” with hopes of reaching the United States.",guatemalan police,police,,,300 migrants,U.S. Immigration,,
El Salvador parliament denounces president's 'attempted coup',"Lawmakers in El Salvador have accused President Nayib Bukele of staging an ""attempted coup"" after he entered the legislative assembly accompanied by armed police and soldiers on Sunday.

The incident caused an outcry among opposition lawmakers and rights groups.

Mr Bukele has dismissed the criticism saying that ""if I was a dictator, I would have taken control of everything"".

The stand-off between the executive and legislature continues.",Lawmakers,parliament,,,President Nayib Bukele,attempted coup,,,,"Lawmakers in El Salvador have accused President Nayib Bukele of staging an ""attempted coup"" after he entered the legislative assembly accompanied by armed police and soldiers on Sunday.","Lawmakers in El Salvador have accused President Nayib Bukele of staging an ""attempted coup"" after he entered the legislative assembly accompanied by armed police and soldiers on Sunday.

The incident caused an outcry among opposition lawmakers and rights groups.

Mr Bukele has dismissed the criticism saying that ""if I was a dictator, I would have taken control of everything"".

The stand-off between the executive and legislature continues.",Lawmakers,Lawmakers,,,President Nayib Bukele,attempted,,
Turkey's Erdogan fires central bank chief Murat Cetinkaya,"Turkish President Recep Tayyip Erdogan has fired the governor of the central bank and replaced him with his deputy.

No official reason was given for the sacking of Murat Cetinkaya, who had held the position since April 2016.",Turkish President Recep Tayyip Erdogan,Erdogan,,,governor of the central bank,central bank chief Murat Cetinkaya,,,,Turkish President Recep Tayyip Erdogan has fired the governor of the central bank and replaced him with his deputy.,"Turkish President Recep Tayyip Erdogan has fired the governor of the central bank and replaced him with his deputy.

No official reason was given for the sacking of Murat Cetinkaya, who had held the position since April 2016.",Turkish President Recep Tayyip Erdogan,Erdogan,,,governor of the central bank,Turkish President Recep Tayyip Erdogan has fired the governor of the central bank,,
Urjit Patel: India's central bank governor resigns,"India's central bank governor Urjit Patel has resigned from his post citing ""personal reasons"".

His resignation comes amid reports of a rift between the Reserve Bank of India (RBI) and Prime Minister Narendra Modi's government.

This marks a rare case of a serving governor leaving his job midway through his three-year term.

Correspondents say the move is likely to undermine confidence in the economy and cause the rupee to fall.",central bank governor Urjit Patel ,governor,,,unspecified,NA,,,,"India's central bank governor Urjit Patel has resigned from his post citing ""personal reasons"".","India's central bank governor Urjit Patel has resigned from his post citing ""personal reasons"".

His resignation comes amid reports of a rift between the Reserve Bank of India (RBI) and Prime Minister Narendra Modi's government.

This marks a rare case of a serving governor leaving his job midway through his three-year term.

Correspondents say the move is likely to undermine confidence in the economy and cause the rupee to fall.",central bank governor Urjit Patel ,Patel,,,unspecified,central bank governor Urjit Patel has resigned from his post,,
Argentina's central bank boss Luis Caputo quits after three months,"The head of Argentina's central bank has resigned amid reports of a row over policies to restore confidence in the country's ailing economy.

Luis Caputo had only held the post since June, and the surprise resignation sent the peso falling further against the US dollar.

A statement said he quit for personal reasons and will be replaced by deputy economics minister Guido Sandleris.",head of Argentina's central bank,Caputo,,,unspecified,NA,,,,The head of Argentina's central bank has resigned amid reports of a row over policies to restore confidence in the country's ailing economy.,"The head of Argentina's central bank has resigned amid reports of a row over policies to restore confidence in the country's ailing economy.

Luis Caputo had only held the post since June, and the surprise resignation sent the peso falling further against the US dollar.

A statement said he quit for personal reasons and will be replaced by deputy economics minister Guido Sandleris.",head of Argentina's central bank,head,,,unspecified,central bank,,
Argentina orders HSBC to replace local boss,"Argentina's central bank has ordered HSBC to replace its chief executive in the country within 24 hours and accused the bank of failing to prevent tax evasion and money laundering.

In November Argentine authorities charged HSBC with helping more than 4,000 clients evade taxes.",Argentina's central bank,HSBC,,,HSBC,local boss,,,,Argentina's central bank has ordered HSBC to replace its chief executive in the country within 24 hours and accused the bank of failing to prevent tax evasion and money laundering.,"Argentina's central bank has ordered HSBC to replace its chief executive in the country within 24 hours and accused the bank of failing to prevent tax evasion and money laundering.

In November Argentine authorities charged HSBC with helping more than 4,000 clients evade taxes.",Argentina's central bank,bank,,,HSBC,central bank has ordered HSBC to replace its chief executive in the country,,
Judge reinstates Argentina central bank chief,"A judge has ordered the reinstatement of Argentina's central bank governor and blocked the president's plan to use currency reserves to pay public debt.

The court said Cristina Fernandez de Kirchner's emergency decree on Thursday dismissing Martin Redrado should be suspended until Congress voted on it.",A judge,Judge,,,Argentina's central bank,central bank chief,,,,A judge has ordered the reinstatement of Argentina's central bank governor and blocked the president's plan to use currency reserves to pay public debt.,"A judge has ordered the reinstatement of Argentina's central bank governor and blocked the president's plan to use currency reserves to pay public debt.

The court said Cristina Fernandez de Kirchner's emergency decree on Thursday dismissing Martin Redrado should be suspended until Congress voted on it.",A judge,judge,,,Argentina's central bank,central bank governor,,
Venezuela leader limits Congress's power over Central Bank,"Venezuelan President Nicolas Maduro has limited the National Assembly's powers over the Central Bank.

President Maduro approved the changes on Wednesday, but it only became public on Monday.

The president will now no longer need legislative approval to hire and fire Central Bank directors.

The change was announced shortly before a new assembly, controlled by an opposition coalition, is due to be sworn in later on Tuesday.",President Nicolas Maduro,leader,,,National Assembly  ,Central Bank,,,,Venezuelan President Nicolas Maduro has limited the National Assembly's powers over the Central Bank.,"Venezuelan President Nicolas Maduro has limited the National Assembly's powers over the Central Bank.

President Maduro approved the changes on Wednesday, but it only became public on Monday.

The president will now no longer need legislative approval to hire and fire Central Bank directors.

The change was announced shortly before a new assembly, controlled by an opposition coalition, is due to be sworn in later on Tuesday.",President Nicolas Maduro,Maduro,,,National Assembly  ,Venezuelan President Nicolas Maduro has limited the National Assembly 's powers over the Central Bank,,
Venezuela deploys soldiers to markets to check prices,"Venezuela has deployed soldiers to almost 100 food markets in efforts to counter an ""economic war"" it says is being waged against it.

President Nicolás Maduro ordered the measure, arguing that sellers were charging over the odds for price-controlled items.",Venezuela ,Venezuela,,,food markets,to markets,,,,"Venezuela has deployed soldiers to almost 100 food markets in efforts to counter an ""economic war"" it says is being waged against it.","Venezuela has deployed soldiers to almost 100 food markets in efforts to counter an ""economic war"" it says is being waged against it.

President Nicolás Maduro ordered the measure, arguing that sellers were charging over the odds for price-controlled items.",Venezuela ,Venezuela,,,food markets,economic,,
