Column1,title,text,url
317366,Uganda suspends officials in UN relief scandal,"[""Uganda said on Thursday it had suspended five officials, including a senior technocrat, following United Nations allegations of possible fraud in the management of relief aid to the country, home to about 1.5 million refugees."",""The allegations have drawn unusually pointed and public comments from foreign governments, including the US ambassador."",""Musa Ecweru, junior minister for relief and disaster preparedness, told Reuters the five officials suspended included Apollo Kazungu, a commissioner in the office of the prime minister who has been in charge of refugees."",""“Our zero-tolerance to corruption is not a slogan, we have asked the PS to get those suspected to step aside,” Ecweru said."",""Uganda said this week it had started an investigation into allegations that officials defrauded donors by inflating refugee numbers and diverting food aid."",""Refugees"",""The country hosts slightly more than one million refugees from South Sudan, where a raging civil war has left tens of thousands dead, economic ruin and mass displacement."",""South Sudan plunged into conflict in 2013 after political rivalry between President Salva Kiir and his then-deputy Riek Machar exploded into a military confrontation."",""About 400,000 additional refugees have also entered Uganda from Burundi, where political violence has killed hundreds of people, and from a deadly conflict in eastern Democratic Republic of Congo."",""As the South Sudan conflict escalated, Uganda was widely praised for opening its doors without any restrictions and received substantial inflows of aid as donors responded to desperate appeals for help."",""Fraud allegations"",""But allegations of possible theft of these funds have unsettled donors. Both the European Union and United States have call for urgent investigations to establish what went wrong."",""The EU has asked its own anti-fraud office to conduct a separate investigation."",""US ambassador Deborah R. Malac said Uganda needed to conduct investigations urgently, ensure the restitution of any lost funds and prosecute anyone found to be involved in fraud. Failure to act would make it hard for governments to trust Uganda as a partner, she said."",""“We cannot stress enough the fierce urgency for swift and definitive action,” she said at a meeting between donors and Ugandan officials on Thursday."",""“Anything less than such actions would breach the trust bestowed on Uganda by the international community,” she said."",""The United States alone, she said, has contributed over $500 million to the UN’s refugee agency, known as UNHCR, and the World Food Program over the last two years."",""Related stories"","""",""The council will be comprised of six civilians and five members of the military."",""The coming elections of 2020 could test Abiy Ahmed’s political staying power.""]",theeastafrican.co.ke/news/ea/Uganda-suspends-officials-suspected-in-relief-scandal/4552908-4297710-format-xhtml-8hcytg
65097,Guinea Bissau’s president sacks govt amid row with PM,"[""GUINEA Bissau’s President Jose Mario Vaz has dismissed the government of the fragile West African nation because of a deepening power struggle with the prime minister."",""Tensions, fed by overlapping duties in Guinea Bissau’s semi-presidential system, have grown between the president and Prime Minister Domingos Simoes Pereira since elections restored civilian rule last year following a 2012 coup."",""In a presidential statement issued late on Wednesday announcing his decision to dismiss Pereira and his cabinet with immediate effect, Vaz referred to what he called “a breach of trust” between the two men."",""There was no immediate reaction from the prime minister, but PAIGC, the ruling party to which both Vaz and Pereira belong, was due to hold a press conference in the capital Bissau yesterday."",""Pereira had previously said PAIGC was planning a convention this year to address the tensions, with a committee expected to study the constitution and clarify the two leaders’ responsibilities."",""Lori-Ann Theroux-Benoni, director of the Institute of Security Studies’ West Africa office, said the row between Vaz and Pereira was just the latest tug-of-war linked to the lack of clarity in the division of power."",""“It’s clearly a power struggle, and unfortunately power struggles in Guinea Bissau have not ended well in the past,” she said.""]",guardian.ng/news/guinea-bissaus-president-sacks-govt-amid-row-with-pm
87920,Police dismiss officer over  alleged killing in Kogi State,"[""Kogi State Police Command has dismissed Sergeant Akpa James from service for allegedly killing one Ohimi Ojima in Ajaokuta Local Council of  the state. Before his dismissal,  James was attached to the Special Protection Unit (SPU), Zone 8, Lokoja.\u0009"",""According to a statement signed by the Kogi State Police Public Relations Officer (PPRO), ASP William Aya yesterday, it was alleged that Ohimi Ojima died during an argument with security men at Ajaokuta Steel Company. He  was ordered to make a U-turn to where he was coming from as that is the only accessible road to Ajaokuta Steel Company Limited (ASCL) but he refused."",""“The victim insisted and went to an extent of attempting to disarm the sergeant and was fatally injured in the process.  He died when he was rushed to ASCL Hospital Ajaokuta for medical treatment, Aya said.”"",""“The sergeant was arrested, detained, tried in orderly room, dismissed from the Force and would be charged to court for prosecution at the end of the proceedings.”"",""The PPRO also debunked media report that the deceased was the younger brother to the governor of Kogi State.He added that, Sergeant James was attached to Special Protection Unit (SPU), Zone 8, Lokoja and not Police Mobile Force (PMF) as reported.""]",guardian.ng/news/police-dismiss-officer-over-alleged-killing-in-kogi-state
335883,Nigeria Ruling Party Expels V.P.,"[""ABUJA, Nigeria (AP) - The ruling party expelled Nigeria's vice president from its ranks Friday and called on President Olusegun Obasanjo to fire him as his deputy after he declared his candidacy in next year's presidential elections.  "",""Vice President Atiku Abubakar fell out with Obasanjo this year amid the president's failed attempt to modify the constitution, which would have allowed him to run for a third term.  "",""Abubakar had been accused of corruption by the ruling People's Democratic Party, or PDP.  "",""The party said Abubakar's intentions to run in the April 27 elections under another banner had cemented the split between them.  "",""\""As far as PDP are concerned, (Abubakar) is no more a member of the party,\"" a party spokesman, John Odey, told reporters in the capital, Abuja.  "",""Odey said party leaders had resolved to demand Obasanjo begin working to strip Abubakar of his duties.  "",""While Abubakar was elected in 1999 alongside Obasanjo in balloting that ended years of brutal military rule, the party said the constitution stipulates that the vice president must be of the ruling party.  "",""The April elections are slated to become the first time an elected government has handed power to another since Nigeria became independent from Britain in 1960.  "",""Nigeria, infamous for its official corruption, is the most populous nation in Africa, and the continent's largest exporter of crude oil.  "",""Abubakar won the support of a small opposition party, the Action Congress, for his presidential candidacy. The ruling party is running a governor from the Muslim north as their candidate.  "",""Katsina Governor Umaru Yar'Adua is considered a formidable candidate, boasting a party structure that was accused of vote rigging during Obasanjo's 2003 reelection. A former military ruler, Muhammadu Buhari, is also in the race.  ""]",ap.com/Nigeria Ruling Party Expels V.P.
95710,Soldiers protest against non-reinstatement after Buhari’s directive,"[""ABOUT 89 soldiers dismissed for allegedly deserting the battle field in Maiduguri, Borno State capital, under the Nigerian Army Operation Zaman Lafiya, embarked on a peaceful protest in Kaduna yesterday, urging the military authorities to reinstate them to join their colleagues in the North East, in continuation of the war against insurgency."",""President Muhammadu Buhari had earlier ordered that all the soldiers dismissed in 2015 for losing ammunition to Boko Haram insurgents in Cameroun should be reinstated, while the Army had in a memo with reference number NA/COAS/GI/7/1 dated July 30, 2015 set up a committee to screen cases of dismissal from the operation."",""The aggrieved soldiers who stormed the premises of the secretariat of Kaduna State Correspondent’s chapel of the Nigeria Union of Journalists (NUJ) yesterday, spoke through their spokesman, Warrant Officer (WO) Shehu Ibrahim, saying that the Army Committee met in Jaji, Kaduna, screened and declared them qualified to be reinstated. But they have not been called back for reasons unknown to them."",""He argued that it was after the clearance that the soldiers were further moved to Kontagora on September 24, 2015 where they went through several weeks of retraining."",""The soldiers said the General Officer Commanding (GOC), 1 Division Nigerian Army, Kaduna, Major General Adeniyi Oyebade, at a point drafted an army officer to investigate their matter, which was done."",""But when journalists contacted the Army Assistant Public Relations Officer, One Division, Colonel Usman Abdul on the issue yesterday, he said: “It is only Army headquarters, Abuja, that can speak on this.”"",""Ibrahim said, “After the re-jabbing, a list of posting was published where the names of 98 of us out of 4,000 soldiers were not included on the list, and we immediately brought the omission of our names to the notice of HQ NATRAC, and our names were compiled and forwarded to the Army Headquarters for inclusion in the posting."",""“Hours later, the same day, nine of the female soldiers on the same 98 men list of omission with serial number 83-91 were singled out, posted to units and given N10,000 each in our presence, whereas we the remaining 89 male soldiers were neglected in Kontagora."",""“We further complained and the HQ NATRAC Commander, Brig. Gen. T.J Dauke told us to write down our particulars and phone numbers and go back to our villages, that we were going to be called upon, with no stipulation to specific date.”""]",guardian.ng/news/soldiers-protest-against-non-reinstatement-after-buharis-directive
230384,Morocco:  King fires ministers for slow progress,"[""Moroccos king has dismissed several ministers and top officials for failing to improve the economic situation in a region amid protests."",""Moroccos King Mohammed IV dismissed the ministers of education, planning and housing and health, as well as other officials, after an economic agency found imbalances in implementing a development plan, state news agency MAP reported, citing a palace statement."",""According to an official investigation committee set up by the king in June a large-scale development program in Al Hoceima launched in 2015 were lingering due to delays."",""Protests erupted in the Rif region around the northern city of Al-Hoceima last October, triggered by the death of a fishmonger whose produce was confiscated by police."",""The mans crushing to death in a garbage truck during a confrontation with police became a symbol of corruption and official abuse."",""Protests, also fuelled by economic underdevelopment, continued in Morocco in 2017."",""Political protests are rare in Morocco, where the palace remains the ultimate power."",""The protests, the largest in Morocco since the days of the 2011 Arab Spring, were directed at the government and the kings entourage rather than the monarch himself."",""The kings move came as protest leader Nasser Zefzafi and 29 others accused of organizing demonstrations in the northern region went on trial in Casablanca."",""They face charges ranging from conspiring against the state to protesting without authorization. Zefzakis lawyer told Reuters he could be sentenced to death in a worst-case scenario."",""The judge adjourned the session until Oct 31. Zefzakis supporters protested in front of the court while some 70 lawyers attended the trial."",""The protest movement was born after Fikris death."",""Police confiscated fish they said he had bought illegally and dumped it in a garbage truck. Desperate to recover his stock, Fikri jumped inside and was killed by a rubbish crusher."",""In July the king pardoned dozens of people arrested in the protests and blamed the failure of local officials to quickly implement development projects for stoking public anger."",""Culled""]",nan.ng/news/morocco-king-fires-ministers-slow-progress
309565,"Breaking: Plateau governor, ‘Lalong’ sacks SSG, appoints Chief of Staff","[""Governor, Simon Lalong of Plateau state, Thursday sacked the Acting Secretary to the State Government, Mr Richard Tokma."",""He replaced him with Prof. Danladi Abok Atu."",""A statement by the Director of Press and Public Affairs, Mr Makut Macham has it that Lalong equally appointed Noel K. Donjur as his Chief of Staff."",""FG ‘ll no longer tolerate bullying in secondary schools, says Minister(Opens in a new browser tab)"",""Read the statement below:"",""“Plateau State Governor Rt.Hon. Simon Bako Lalong has announced the appointment of Prof. Danladi Abok Atu as the Secretary to the Government of Plateau State. Prof. Atu until now is the Director, Institute for Peace and Social Rehabilitation, University of Abuja."",""“Similarly, the Governor has appointed Noel K. Donjur as his Chief of Staff. Until his appointment, Mr. Donjur was a former Commissioner for Works and Current Member of the Plateau State Economic Council”"",""Vanguard""]",vanguardngr.com/2019/08/breaking-plateau-governor-lalong-sacks-ssg-appoints-chief-of-staff
26757,Somali president names new premier,"[""The president needs parliament's approval to sack the prime minister, according to Somali transitional government's federal charter."",""'Desperate measure'"",""Hussein, who became Somalia's prime minister in November 2007, has in the past few months been in dispute with Yusuf over efforts towards a peace deal with the Alliance for the Re-liberation of Somalia (ARS), the country's main opposition group."","""",""“I have heard about the president’s appointment of a new prime minister. The president has repeatedly violated Somalia’s charter and the interim government’s charter, and this is not new,\"" Hussein told Al Jazeera."",""“I reject the appointment of a new prime minister as the president does not have the power to dismiss the prime minister; only the parliament can dismiss or withdraw confidence in the prime minister."",""\""The president can not be above the law or above the constitution, and he can not do whatever he wants.\"""",""Mustafa Duhullow, Somalia's agriculture minister, dismissed Yusuf's decision as a \""personal wish that will not have legal effect.\"""",""\""Hussein is the legitimate prime minister of Somalia approved by the parliament, but the president has the right to nominate whoever he wants,\"" Duhullow told the news agency AFP."",""\""This is a desperate measure by the president to interrupt the ongoing peace talks between the TFG [Transitional Federal Government] and the opposition,\"" he said."",""Aden Mohamed Nur, the parliamentary speaker, said the vote results on Monday showed that 143 members of parliament had \""recognised the existence of the government, 20 rejected it and seven abstained\""."",""Kenya imposed sanctions on the Somali president and his family on Tuesday."",""Moses Wetangula, Kenya's foreign affairs minister, said Yusuf was an obstacle to peace. The sanctions include a travel ban and freezing any assets in Kenya."",""Somalia has been without an effective government since the overthrow of Mohamed Siad Barre, the former president, in January 1991.""]",aljazeera.com/news/africa/2008/12/2008121673914660145
393207,Omtatah wants court to block nomination of Solicitor General,"[""Activist Okiya Omtatah on Friday moved to court seeking to suspend the nomination of Kennedy Ogeto as the Solicitor General."",""The activist once again listed President Uhuru Kenyatta as a respondent in the case despite the Office of the Attorney General moving to court on Wednesday seeking to have the presidents name struck out in another case by the activist claiming the Head of State cannot be sued."",""In his affidavit, Mr. Omtatah says that the president violated the Constitution by creating the position of Chief Administrative Secretary (CAS) without public participation."",""Article 10(2)(a) categorically provides that the national values and principles of governance include the rule of law, democracy and participation of the people, reads the petition."",""He claims that the president handpicked Mr. Ogeto as Solicitor Generalwithout him being first identified and recommended by the Public Service Commission (PSC) through a competitive and merit based recruitment."",""Omtatah wants the court to restrain President Kenyatta, PSC, The Office of the Attorney General and the Speaker of National Assembly Justin Muturi from effecting the nomination of Mr. Ogeto."",""He is further seeking orders to stop Speaker Muturi from receiving Mr. Ogetos name for vetting."",""The activist also argues that that the president is bound by the Constitution and other laws of Kenya and has no capacity to act beyond or outside the law."",""It is of utmost importance that the impugned decision of President Uhuru Kenyatta is suspended to protect constitutionalism and the rule of law, the interest of the public and to protect these proceedings for being rendered nugatory , says Omtatah in his affidavit."",""He further says that the court has a duty and the jurisdiction to stop what he terms asblatant disregard of the rule of law."",""Unless this case is heard urgently and determined, Kenyans will suffer great loss as the Constitution and the rule of law will continue to be violated and threatened,says Omtatah."",""On Tuesday this week, President Kenyatta made two more changes in governmentby nominating Mr. Ogeto as Solicitor General and moving Njee Muturi to the position of Deputy Chief of Staff."",""He also nominated Court Of Appeal President Kihara Kariuki as Attorney General following the resignation of Githu Muigai.""]",citizentv.co.ke/news/omtatah-wants-court-to-block-nomination-of-solicitor-general-191098
93711,Serbian PM sacks defence minister over sexist comments,"[""Serbia’s premier on Monday fired his defence minister after he made an “insulting” remark to a female journalist that sparked outrage from the opposition and gender equality groups."",""The minister, Bratislav Gasic, caused public uproar by making a sexist aside to a women reporter from B92 private television who knelt down to avoid getting in shot while he was making a statement."",""“I like these female journalists who kneel down so easily,” Gasic said."",""Prime Minister Aleksandar Vucic fired Gasic, saying there was “no excuse” for his comment. "",""“We need to protect women in Serbia. This was an offence for all women in Serbia,” said Vucic, adding that the minister would be formally replaced in the coming days."",""Media groups, opposition parties and gender equality organisations all leaped to condemn the remark."",""“Such a statement is inadmissible and insulting not only for female journalists but for all women,” said Brankica Jankovic, commissioner for protection of equality."",""Gasic issued a public apology later on Sunday, expressing “sincere regrets” for his “shameful and scandalous behaviour.”"",""Gasic, 48, was mayor of the central town of Krusevac before taking office as the defence minister in April 2014."",""He is one of Vucic’s closest allies and vice-president of the ruling Serbian People’s Party (SNS). ""]",guardian.ng/news/serbian-pm-sacks-defence-minister-over-sexist-comments
34036,Senegal's president replaces prime minister,"[""Senegal's President Macky Sall has fired Prime Minister Abdoul Mbaye, replacing him with Justice Minister Aminata Toure."",""\""The president has asked me to form and lead a new government...I have accepted the job,\"" Toure said."",""Presidential spokesman Abou Abel Thiam did not disclose the reason of announcing Mbaye’s departure on Sunday."",""Mbaye, who was not a member of any political party, had been chosen for the post right after Sall's March 2012 election victory."",""Mbaye studied in Senegal and France's top business schools and previously worked at West Africa's BCEAO central bank."",""He has been credited with turning around several ailing private banks in the country."",""Sall won a hotly contested presidential election in 2012 against veteran incumbent Abdoulaye Wade, promising to tackle poverty and corruption as a priority and reduce the cost of running the West African state's government.""]",aljazeera.com/news/africa/2013/09/201391154811577689
334986,"Nigeria sacks hundreds of doctors, nurses in capital amid strike","[""ABUJA, Nigeria (AP) - Authorities in Nigeria's capital have sacked hundreds of health workers for ignoring a government warning to end a weeks-long strike, government officials said Friday.  "",""Around 800 of the city's 900 nurses, 130 doctors and an unspecified number of other health workers were affected by the order, said Amina Zakary, Abuja's secretary for health and human services.  "",""\""The striking health workers have been sacked,\"" she said. \""So much has been done to get them back to work, but they didn't listen.\""  "",""Abuja's health workers began their second strike this year on Oct. 18 over wage demands and arrears in benefits payments. They were dismissed Nov. 14, but there were hopes Nigeria's legislature could persuade the authorities to reconsider.  "",""\""The strike is still on,\"" said Jerry Oguzie, President of the National Association of Resident Doctors, adding that \""it might assume a national proportion\"" if their demands were not met next week.  "",""Hospitals were emptied of most of their staff by the strike and almost all departments stopped work. Zakary said emergency services have kept running, but Oguzie said many have died because they were unable to get treatment due to the strike.  ""]","ap.com/Nigeria sacks hundreds of doctors, nurses in capital amid strike"
94793,Sissoco Embalo named prime minister of troubled Guinea-Bissau,"[""Guinea-Bissau President Jose Mario Vaz on Friday named Umaro Sissoco Embalo as prime minister of the troubled west African state, replacing Baciro Dja whose government he dissolved earlier in the week."",""“Mr Umaro El Mokhtar Sissoco Embalo is named Prime Minister,” said a presidential decree."",""Monday’s dissolution by the head of state aimed to solve a succession crisis that has paralysed the tiny west African state."",""Guinea-Bissau has been in the throes of a power struggle since August 2015, when Vaz sacked then prime minister Domingos Simoes Pereira, leader of the ruling African Party for the Independence of Guinea and Cape Verde (PAIGC)."",""Two factions of the ruling PAIGC had failed to resolve their differences over Pereira’s successor, Dja, since he was given the job in June, with some lawmakers refusing to work with him."",""The new 44-year-old premier is not a well-known public figure though he has served as advisor to several heads of state."",""Guinea-Bissau has been plagued by military coups and instability since its independence from Portugal in 1974.""]",guardian.ng/news/sissoco-embalo-named-prime-minister-of-troubled-guinea-bissau
110372,Spain takes control of ‘independent’ Catalonia,"[""Spain moved Saturday to seize direct control of Catalonia, sacking its police chief a day after the Catalan regional parliament’s independence declaration sent shock waves through Europe."",""The firing of Josep Lluis Trapero, the highest-ranking officer of the Mossos d’Esquadra regional police, follows Friday’s dismissal of Catalonia’s president, his deputy, all ministers, and the entire parliament."",""Moving to quash what he termed an “escalation of disobedience”, Prime Minister Mariano Rajoy called December 21 elections in the region under sweeping powers granted by the Senate in response to Catalan lawmakers voting to declare an independent republic."",""The dismissal of Trapero, seen as an ally of his region’s separatist leaders, was announced in Saturday’s official government gazette."",""Madrid accuses Trapero of disobeying court orders to block a banned October 1 independence referendum."",""Instead, the ballot was disrupted, violently in some cases, by officers from Spain’s national police and Guardia Civil paramilitary forces."",""All eyes this weekend will be on whether Catalonia’s separatist executive, led by Carles Puigdemont, will willingly step aside for caretaker envoys from Madrid."",""Spain’s Deputy Prime Minister Soraya Saenz de Santamaria is due to meet later with secretaries of state who will likely take charge of Catalonia’s regional ministries."",""Competing rallies "",""Tens of thousands celebrated in Barcelona and other Catalan cities after Friday’s independence declaration, which analysts say the region has no legal power to execute."",""But anti-secession rallies have been called for the capital, Madrid, on Saturday, and for Barcelona on Sunday."",""The move to quash Catalan powers under Article 155 of the Spanish constitution is likely to anger many in a region of some 7.5 million people that enjoyed considerable autonomy, with control over education, healthcare and police."",""It is the first time the central government has curtailed autonomy in the region since dictator Francisco Franco’s repressive 1939-75 rule."",""Independence supporters have warned they will resist the temporary measure, implemented under a constitutional article devised to rein in rebel regions."",""“We won’t cave in to Rajoy’s authoritarianism nor to 155,” the far-left CUP party, an ally of Puigdemont, tweeted on Friday."",""A motion to declare Catalonia a “republic” was passed Friday with 70 votes out of 135 in the regional parliament, where pro-secessionists hold sway."",""Catalan leaders point to the “Yes” vote in the deeply-divisive October 1 referendum as a mandate for independence, even though less than half of voters took part."",""Echoing widely-held fears, Federico Santi, Europe analyst at political risk consultancy Eurasia Group, warned the crisis could become violent, with “more serious clashes between national police and pro-independence activists.”"",""Speaking after the parliament’s proclamation, Puigdemont urged activists to “maintain the momentum” in a peaceful manner."",""Unwavering support for Spain "",""The Spanish government has received unwavering support from the United States and its allies in the European Union."",""The bloc is increasingly wary of nationalistic and secessionist sentiment, particularly after Britain’s dramatic decision last year to leave the bloc."",""EU President Donald Tusk insisted Madrid “remains our only interlocutor” in Spain, but urged it to exercise restraint."",""“I hope the Spanish government favours force of argument, not argument of force,” he tweeted.""]",guardian.ng/news/world/spain-takes-control-of-independent-catalonia
197522,JSC asks High Court to dismiss Judge Martin Muya’s petition,"[""The Judicial Service Commission(JSC) on Monday asked the court to dismiss a case filed by Justice Martin Muya challenging a decision to have him investigated over allegations of gross misconduct."",""The commission in a preliminary objection says that the application by the embattled judge is fatally defective bad in law and an abuse of the process of the court."",""JSC, through Lawyer Isaac Wamasa, further argued that the court has jurisdiction to hear and determine the dispute."",""The application lacks merit. The applicant has failed to satisfy the conditions for granting interim orders, read court documents."",""JSCs response follows Justice Muyas petition to block a tribunal on probing him for misconduct. The commission wants the notice of motion as well as the entire petition struck out or be dismissed."",""Through lawyer Phillip Nyachoti, the judge has faulted the JSC recommendation saying it was fundamentally flawed, fatally and incurably defective and therefore wanting in validity and reliability."",""The entire decision and proceedings as demonstrated were marred with outright bias on the part of the JSC to the detriment of the petitioner, reads court papers."",""Justice Muya wants no tribunal formed or investigations carried out and is further seeking an order declaring any tribunal formed by President Uhuru Kenyatta invalid."",""Last Thursday, President Uhuru Kenyatta appointed Lawyer Paul Nyamodi as the lead counsel to assist the tribunal investigating the conduct of judges Martin Muya, Njagi Marete and Lucy Waithaka."",""President Kenyatta also appointed Lawyer Stella Munyi to assist Nyamodi to investigate the conduct of three judges who had been recommended for removal by the Judicial Service Commission.""]",citizentv.co.ke/news/jsc-asks-high-court-dismiss-judge-martin-muyas-petition-257408
118799,"Malaysia PM replaces deputy, sacks AG amid scandal","[""Embattled Malaysian Prime Minister Najib Razak on Tuesday replaced his deputy premier and sacked his attorney general amid a growing scandal that threatens his hold on office."",""Deputy Prime Minister Muhyiddin Yassin, who has been critical of Najib’s handling of the scandal involving state-owned development company 1Malaysia Development Berhad (1MDB), was replaced, Najib said in a televised address."",""State-run Bernama news agency said the premier also sacked Attorney General Abdul Gani Patail, who was involved in investigations into corruption allegations related to the Najib-linked company."",""The prime minister and 1MDB have vehemently denied any wrongdoing."",""Muhyiddin had repeatedly lent his weight to mounting public calls for Najib to answer allegations that hundreds of millions of dollars of 1MDB money had gone missing in complex overseas transactions that have never been fully explained."",""Najib appeared to allude to Muhyiddin’s criticisms in announcing his replacement."",""“Any difference in opinion is not supposed to be expressed in an open forum, which is against the concept of collective responsibility in the government,” Najib said."",""Muhyiddin was replaced by current Home Minister Zahid Hamidi, Najib said."",""Najib has come under mounting pressure over the past year amid a drip-feed of allegations related to 1MDB, which he launched in 2009. He still chairs its advisory board."",""The Wall Street Journal reported this month that Malaysian government investigators had discovered that nearly $700 million had moved through government agencies, banks and companies linked to 1MDB before ending up in Najib’s personal accounts."",""The premier has denied the report as “political sabotage”, while 1MDB has said it did not transfer any funds to the premier."",""1MDB is reeling under 11 billion dollars in debt, blamed largely on a much-questioned drive to acquire power-industry assets."",""Fears that it may collapse or need a massive bailout have contributed to a recent slide in the ringgit currency to 17-year lows."",""A government statement cited by Bernama said Gani’s appointment had been “terminated effective July 27 due to health reasons”."",""But the announcements touched off speculation that Najib was moving to contain the damage from the scandal."",""Last week the home ministry suspended for three months the publishing permits of The Edge Media Group, which is known for its aggressive reporting on 1MDB."",""The overseas Sarawak Report, an activist website that had also published a series of exposes, has also been blocked.""]",guardian.ng/news/malaysia-pm-replaces-deputy-sacks-ag-amid-scandal
32763,Sudan prosecutor general sacked as new protests held,"[""Sudan's Transitional Military Council (TMC) has sacked the country's prosecutor general, days after charges of corruption were brought against overthrown President Omar al-Bashir as new protests got under way."",""The official SUNA news agency reported on Thursday that Abdullah Ahmed would replace Alwaleed Sayed Ahmed as prosecutor general, but did not give any reason for the sacking."",""Abdullah had recently been appointed prosecutor for Khartoum, a role in which he was overseeing an investigation into the June 3 bloody raid on a protest camp in the capital that killed scores of pro-democracy demonstrators."",""Al-Bashir, on Sunday, appeared in front of another prosecutor to face charges of corruption and illegal possession of foreign currency."",""Thursday's announcement comes weeks after protesters were violently dispersed on June 3 by men in military uniforms who, according to witnesses, shot and beat demonstrators who had taken part in the weeks-long sit-in outside the military headquarters."",""The TMC has steadfastly denied it had ordered the dispersal, but said it had ordered a purge of a nearby area notorious for \""criminals\"" selling drugs."",""The council has said that the purge of the area, known as Colombia, was carried out only after a meeting of legal and security chiefs, which was attended by Alwaleed."",""Last week, he told reporters he had attended the meeting but had left by the time the purge operation was discussed, saying: \""In our presence, the dispersal of the sit-in was not even remotely discussed.\"""",""At least 128 people have been killed since the June 3 crackdown, the majority on the day the sit-in was cleared, according to doctors linked to the protest movement that led to al-Bashir's removal."",""The health ministry gave a nationwide death toll of 61."",""On Thursday, the TMC deputy head, General Mohamed Hamdan Dagalo, said that the mastermind behind the raid had been \""identified\"" but said he would not reveal the identity due to an ongoing investigation."",""\""Whoever it is, whether from regular forces or a civilian, will be brought to trial. The investigation will be transparent and the trial will be public,\"" Dagalo, who is widely known as Hemeti, said."",""Protesters say the crackdown was carried out by members of Hemeti's feared paramilitary group, the Rapid Support Forces (RSF)."",""Hemeti defended his force and warned of impostor troops, saying anybody could wear the unit's uniform which could be bought in the markets."",""\""We arrested a general yesterday for distributing IDs of the RSF,\"" he said, adding that 23 other individuals were arrested in the Red Sea city of Port Sudan for wearing the unit's uniform and \""checking people\""."",""\""Anyone who had crossed his limits whether they are from the military or civilians, I swear to God, will stand trial,\"" Hemeti said in an address to a military-backed women's rally in Khartoum."",""The June 3 raid came after protest leaders and generals failed to reach an agreement over who should head a new governing body - a civilian or a member of the military."",""Hundreds of Sudanese demonstrated in state capitals on Thursday, putting pressure on the TMC to cede power to civilians in ongoing tumult since the overthrow of al-Bashir more than two months ago."",""On Wednesday, TMC head General Abdel Fattah al-Burhan called on protest leaders to resume talks without any conditions. Protest leaders have expressed readiness to resume talks but on certain conditions."",""They insist an internet blackout imposed after they launched a civil disobedience campaign this month be brought to an end."",""They are also seeking an international probe into the killings and the acceptance of all earlier agreements reached in previous negotiations with the generals prior to the crackdown."",""\""We came out today because our revolution is still incomplete. Our main demand is civilian rule and I'm sure we will achieve it,\"" said Mohamed Khalil, a protester from Port Sudan."",""Witnesses said dozens of employees from private companies and ministries, including oil and information, held silent demonstrations outside their offices in Khartoum."",""Some carried banners that read \""Murderers of June 3 must face trial\"", a witness said.""]",aljazeera.com/news/africa/2019/06/sudan-prosecutor-general-sacked-protests-held-190620162122650
335929,Nigeria's ruling party says it won't let vice president on its ticket,"[""ABUJA, Nigeria (AP) - A Nigerian court rejected the suspension of Nigerian Vice president Atiku Abubakar from the ruling party as unconstitutional on Friday, potentially clearing the way for him to run for president on the party's ticket.  "",""The People's Democratic Party was not immediately available for comment, though a spokesman had said before the ruling that Abubakar had missed an application deadline, making the decision irrelevant.  "",""\""The suspension of Vice President Atiku Abubakar by the party was not only rash but reckless,\"" Judge Mudashiru Oniyangi said in handing down the ruling in the capital, Abuja.  "",""Abubakar was suspended over allegations that he had diverted US$125 million (euro94 million) from a government fund into personal business interests. A court ruled last week that the corruption probe against Abubakar had no legal foundation. But his party suspension was not scheduled to end until later this month, after party primaries on Dec. 16.  "",""The party of departing President Olusegun Obasanjo, who has made clear he does not want Vice President Atiku Abubakar to succeed him, enjoys wide support in the West African country. Many say it would be hard for any opposition candidate to produce an upset.  "",""Party spokesman John Odey said before the ruling that the vice president had already missed Tuesday's deadline to apply for candidacy, so could not participate.  "",""\""The screening (of candidates) is on Monday and the date for the return of forms has closed,\"" Odey said. Abubakar has submitted a candidate form with his party undeclared, a move some say leaves open the possibility of running on the governing party ticket.  "",""The April elections will be the first time an elected government has handed power to another since Nigeria became independent from Britain in 1960. It is the most populous nation in Africa, and the continent's largest exporter of crude oil.  "",""Since the allegations were submitted against him, Abubakar has published scanned checks designed to show that he and President Obasanjo both used the account as a slush fund. The two men fell out last year after the vice president refused to support a constitutional amendment which would have allowed the president to run for another term.  "",""A spokesman for Abubakar said political associates of the vice president would meet soon to decide his political future. Garba Shehu called the ruling \""a confirmation of the lawlessness and dictatorship that has crept into the ruling party.\""  "",""Abubakar announced his candidacy last month.  "",""------  "",""Associated Press writer Katharine Houreld contributed to this report from Lagos, Nigeria.  ""]",ap.com/Nigeria's ruling party says it won't let vice president on its ticket
