Column1,title,text,url,date,location
114391,Civilians killed as armed groups clash in Mali,"[""Up to nine civilians, including an aid worker for a European charity, were killed after rebels attacked a village in northern Mali, loyalist and anti-government militias said on Friday."",""The United Nations warned of an “alarming escalation” of violence in the deeply divided west African country after the killings, which happened in an area supposed to be under a ceasefire."",""The nation’s main Tuareg-led rebel alliance, the Coordination of Movements of Azawad (CMA), said the Malian army had “conducted the summary and public executions of nine people in the town of Tin Hama” on Thursday."",""“The nine people were first arrested by the GATIA militia and then handed over to Malian soldiers who then executed them,” it said in a statement, referring to the pro-government Imghad and Allies Tuareg Self-Defence Group."",""Among the victims named by the CMA were Moussa Ag Mohamedoune, a 35-year-old worker for Action Against Hunger Spain, and a 13-year-old boy."",""The information could not be independently verified, and no one from the Malian army was available for comment."",""But the government rejected the allegations, saying the killings were part of a “bloody settling of scores between armed groups belonging to the locality” in a statement which accused the CMA of killing three civilians."",""The government said CMA rebels attacked Tin Hama on Wednesday and were pushed back by Malian troops who seized “important war materials”."",""It said it was “surprised” by allegations of abuses committed by the army, adding that the administration “strongly condemns these unfortunate acts against innocent people”."",""MINUSMA, the UN’s peacekeeping operation in Mali, said it had deployed investigators to look into “disturbing reports of serious violations of human rights and international humanitarian law”."","" "",""– ‘Alarming escalation’ –"","" "",""It did not confirm the reports but said executions of civilians “would constitute grave crimes for which the perpetrators must be brought to justice”."",""Tin Hama is situated near the flashpoint town of Menaka, seized from rebels by pro-government fighters on April 27 in an operation which has sparked numerous violations of a ceasefire agreement in the area."",""The UN expressed “deep concern at the alarming escalation in armed confrontations” in northern Mali and said it “once again condemns the gross and continuing violations of the ceasefire that jeopardise the peace process”."",""Pro-government GATIA militia spokesman Algatek Ouwaha blamed the CMA rebel alliance for what happened."",""He said pro-rebel and pro-GATIA people had been “coexisting peacefully” in Tin Hama before the CMA came on Wednesday."",""Ouwaha did not say how many civilians had been killed but told AFP the rebels had “mistreated people, killed an old man and burned another”."",""“After the departure of the CMA from the town, there was a terrible settling of scores against people accused of working with the CMA,” he added."",""Action Against Hunger Spain confirmed Ag Mohamedoune’s death, describing him as a facilitator in food security."",""The charity said it had decided to suspend its activities in northern Mali “in order to understand the precise circumstances of this tragedy”."",""Mali was shaken by a coup in 2012 which cleared the way for Tuareg separatists to seize the towns and cities of the vast northern desert."","" "",""– Rocket attack –"","" "",""Militants linked to Al-Qaeda then overpowered the Tuareg to take control of northern Mali for nearly 10 months, imposing a brutal interpretation of Islamic law characterised by amputations and executions."",""A French-led military offensive ousted the militants but the country remains strongly divided, with the northern Tuareg and Arab populations accusing sub-Saharan ethnic groups in the more prosperous south of marginalising them."",""The government and a coalition of armed groups from the north have signed a UN-aided peace accord, but the CMA wants political recognition of “Azawad”, the Tuareg name for northern Mali."",""A MINUSMA source told AFP militants had launched a failed six-rocket attack at one of its barracks near the ancient trading post of Timbuktu on Friday."",""“We returned fire. There were no casualties among our ranks,” the source said, without giving further details."",""The attack coincided with the release by the CMA of 10 pro-government fighters in the Timbuktu region, a separate MINUSMA source said."","" ""]",guardian.ng/news/civilians-killed-as-armed-groups-clash-in-mali,21-05-15 20:00,Nigeria
356269,12 extremists killed in French operation in Mali,"[""BAMAKO, Mali (AP) — A Malian official says that a French military operation killed 12 extremists in far northern Mali, amid renewed violence in the region."",""The French Defense Ministry says that French troops put a dozen fighters \""out of action\"" after moving in on the group in the rugged Adrar des Ifoghas area Saturday. A local official in northern Mali confirmed Tuesday that the 12 were killed. He spoke on condition of anonymity because of the sensitivity of the situation."",""The French ministry said no French troops were killed."",""French and U.N. troops remain in the region after France intervened in former colony Mali two years ago and dispersed Islamic extremists who had taken control of the arid north. Recent months have seen repeated attacks by extremists and rising tensions with the Tuaregs.""]",ap.com/12 extremists killed in French operation in Mali,02-02-15 19:00,
80572,Nigeria botched air strike may have killed up to 236 people,"[""As many as 236 people may have been killed in the botched Nigerian air strike against Boko Haram that hit a camp for civilians displaced by the unrest, a local official told AFP on Saturday."",""Doctors Without Borders (MSF) on Friday had said the death toll from Tuesday’s strike on the town of Rann in the far northeast had risen to 90, although it claimed that could climb as high as 170."",""But Babagana Malarima, president of the local Kala-Balge government in Borno State where the strike took place, claimed the death toll is much higher."",""“From what the people who buried the dead victims with their hands told me, not those who treated the wounded, they buried 234 dead,” said Malarima on Saturday."",""“And I later got a report that two of the injured taken to Maiduguri died.”"",""The bombed camp had been set up to help people fleeing Boko Haram Islamists in Borno State."",""Nigeria’s air force said it was investigating the incident but military commanders had already claimed it was a mistake."",""“Our people are really traumatised that a fighter jet belonging to their country can make this mistake and kill them the way it did in their own country,” fumed Malarima."",""“Lives and property have been lost. It is not enough to just bury the dead and pray for their souls. Their families should be supported as is done in other countries. They should not be forgotten."",""“The death toll is colossal. We are in grief.”"",""Tuesday’s strike happened while humanitarian workers were distributing food in Rann, a small town close to the Cameroon border where some 20,000 to 40,000 people had sought refuge."",""MSF said most of the victims were women and children."",""At least six Red Cross volunteers were amongst the dead with another 13 injured."",""Rann only recently became accessible to aid agencies because of improved security."",""But on Thursday night, security forces said Boko Haram launched an attack on Rann that was repulsed, leaving at least 14 militants dead."",""Nigeria’s chief of army staff Lieutenant-General Tukur Buratai said on Friday while visiting Rann that Thursday’s attack showed the military were acting on credible intel."",""“This incident happened in the midst of a civilian population and it was based on intelligence received that Boko Haram had moved into the area,” said Buraitai."",""“The air force was briefed and they came and the incident happened."",""“And yesterday we received a report that Boko Haram were back. Soldiers repelled them.”"",""Buraitai added: “This shows that there is credibility in the intelligence report we received that these people (Boko Haram) are moving into Kala-Balge area."",""“A mistake was made. We pray it doesn’t happen again.”"",""At least 20,000 have been killed and more than 2.6 million made homeless since Boko Haram Islamists’ insurgency began in 2009.""]",guardian.ng/news/nigeria-botched-air-strike-may-have-killed-up-to-236-people,20-01-17 19:00,Nigeria
54218,"Deadly clashes between Nepali police, protesters","[""AT LEAST six police officers and three protesters have been killed in western Nepal in clashes during demonstrations over a proposed new constitution, an official has said."",""Government Administrator Raj Kumar Shrestha told the AP news agency that protesters in Kailali district had attacked police enforcing a curfew."",""The official said thousands of protesters attacked the officers with spears, knives and stones."",""The wounded have been taken to the regional hospital and the death toll is expected to rise."",""The AFP news agency put the death toll of police officers killed at seven."",""A new national constitution presented in parliament on Sunday aims to restructure Nepal as a federal state made up of seven provinces."",""The protesters argue that the new borders will discriminate against historically marginalised communities."",""Yesterday’s violence erupted as members of the Tharu ethnic minority demonstrated to demand their own separate province."",""Home Minister Bam Dev Gautam said the government would send troops to the area to try to bring the situation under control, and appealed for calm.""]",guardian.ng/news/deadly-clashes-between-nepali-police-protesters,23-08-15 20:00,Nigeria
356663,Death toll more than 200 in central Nigeria weekend clashes,"[""LAGOS, Nigeria (AP) — More than 200 people died in weekend clashes in central Nigeria between farmers and herders after attacks by \""suspected militia herdsmen,\"" the governor of Plateau State said."",""Simon Lalong spoke late Tuesday during a visit by President Muhammadu Buhari after military, police and counterterror units were sent to end the bloodshed in one of the deadliest such confrontations this year. Police late Sunday had put the death toll at 86."",""The clashes between herders and farmers over resources are a growing security concern in Africa's most populous country, which is roughly split between Muslims in the north and Christians in the south. By some accounts they have become more deadly than Nigeria's Boko Haram extremist insurgency."",""Lalong said authorities were concerned about the use of sophisticated weapons in the latest attacks, calling them \""reflective of a terrorist invasion.\"""",""Security is a major issue for Buhari, a Muslim former military ruler who won office in a democratic transfer of power in 2015, ahead of next year's elections."",""The threat from Boko Haram, which continues to carry out attacks in the northeast, has been cited as a cause of the growing tensions. Herders in search of safe grazing land, and feeling the effects of climate change, have been forced south into more populated farming communities."",""The latest clashes began when about 100 cattle were rustled and some herders were killed, Buhari's office said Monday. The president accused unnamed politicians of taking advantage of the chaos ahead of the elections, calling it \""incredibly unfortunate.\"""",""Dramatic weekend footage from Jos showed angry people waving machetes and sticks and shouting at passing security forces as they weaved around overturned and burning vehicles. Smoke rose in the distance. Women and children clutching overstuffed bags piled into the back of trucks, seeking a way out."",""Buhari has warned against reprisal attacks."",""___"",""Follow Africa news at https://twitter.com/AP_Africa[https://twitter.com/AP_Africa]\n""]",ap.com/Death toll more than 200 in central Nigeria weekend clashes,26-06-18 20:00,
334661,Red Cross official: 500 killed in attack on Nigerian Muslim village,"[""YELWA, Nigeria (AP) - Militants from a predominantly Christian tribe killed at least 500 people in two attacks on a Muslim majority village in central Nigeria, a senior Red Cross official said Thursday.   "",""An exact death toll from the raids Sunday and Tuesday was unavailable, but Red Cross workers who interviewed witnesses and families of bereaved \""estimate 500 to 600 dead,\"" said Umar Abdu Mairga, head of the Nigerian Red Cross team visiting the the Muslim village of Yelwa after the assaults.   "",""About 100 people were also missing after the raids by fighters from the largely Christian Tarok tribe. Many of the missing were women and children allegedly abducted by the attackers, Mairga added.   "",""The Red Cross provided medical treatment to 58 wounded residents, and at least 100 others were evacuated, officials said.   "",""On Wednesday, villagers showed an Associated Press reporter what they said was a burial site for 280 people killed in the raids -- a 160-square-foot area of freshly upturned soil, located behind a mosque in a field smelling of decomposing bodies.   "",""Yakubu Haruna, a town councilor, estimated the toll would rise to 600 people, many of them buried by family members in fields and scrub forest surrounding the town.   ""]",ap.com/Red Cross official: 500 killed in attack on Nigerian Muslim village,05-05-04 20:00,
109906,"More than 6,000 killed in ‘merciless devastation’ in Ukraine says UN","[""MORE than 6,000 people have been killed since violence erupted in Ukraine last April, the UN rights chief said Monday, decrying a “merciless devastation of civilian lives and infrastructure.”"",""The UN’s ninth report on the situation in violence-wracked Ukraine paints a bleak picture of developments in the country and warns there has been a “serious escalation” of the conflict since the beginning of the year."",""“More than 6,000 lives have now been lost in less than a year due to the fighting in eastern Ukraine,” UN High Commissioner for Human Rights Zeid Ra’ad Al Hussein said in a statement."",""He called on all sides to respect a fragile Minsk peace deal, and “halt the indiscriminate shelling and other hostilities that have created a dreadful situation for civilians.”"",""Speaking in Geneva for the launch of the report, Ivan Simonovic, UN Assistant Secretary-General for Human Rights, said “the deliberate targeting of civilian areas may constitute a war crime and if widespread and systematic, a crime against humanity.”"",""Their comments came amid a relative calm along the frontline in eastern Ukraine that has raised hopes the sides are moving towards implementing the shaky European-brokered ceasefire."",""The report details how the conflict is affecting civilians, including arbitrary detention, torture and enforced disappearances, committed mainly by armed groups but also in some cases by Ukrainian law enforcement agencies."",""It points to suspicions of summary, extrajudicial and arbitrary executions, including Ukrainian soldiers found “with their hands tied with white electrical cable” at Donetsk airport after it was taken by armed groups in January."",""Released just days after Ukrainian photographer Sergiy Nikolayev was killed, the report also voiced deep concern over attacks and pressures on journalists in the country."",""The report found that 5,665 people were killed and 13,961 wounded from the beginning of the conflict through the middle of last month."",""But Zeid’s office said the escalation in fighting in recent weeks, especially near Donetsk airport and around Debaltseve had left hundreds of civilians and fighters dead, allowing the toll to soar past the 6,000-mark."",""The security and human rights situation in the east of the country has “dramatically deteriorated” since the beginning of the year, and the escalating violence has created “an untenable situation for those trapped or held hostage in the areas controlled by armed groups,” the statement said."",""Heavy weaponry and foreign fighters, including from Russia, are continuing to flow into the rebel strongholds of Donetsk and Lugansk, the report found, warning this was fuelling the conflict and “undermining the potential for peace.” "",""The swelling violence and dire living conditions have forced more and more people to flee, and by mid-February, more than one million people had been registered as internally displaced inside Ukraine."","" “All aspects of people’s lives are being negatively affected,” Zeid said."",""“Many have been trapped in conflict zones, forced to shelter in basements, with hardly any drinking water, food, heating, electricity or basic medical supplies,” he added."",""A full 60 percent of the internally displaced people were believed to be pensioners, who are among those hard-hit by a decision to halt salaries, pensions and social benefit payments to people living in areas controlled by armed groups, the report found."",""At the very least, it said, 600,000 pensioners in the Lugansk and Donetsk regions have been left without regular income."",""At the same time, the report said the Ukrainian authorities’ assistance for internally displaced people “remained inadequate”, with reception centres widely “overwhelmed, under-resourced and under-prepared” and often leaving inhabitants in urgent need of winter clothes, hygiene items, diapers and medicine."",""The report also took issue with new travel restrictions imposed by the government in January."",""“The assumption that those who remain in territory controlled by armed groups do so by choice is both worrying and misguided,” Zeid said."","" ""]",guardian.ng/news/world/more-than-6-000-killed-in-merciless-devastation-in-ukraine-says-un,01-03-15 19:00,Nigeria
97003,Stray bullet kills Indian during Saudi arrest raid: source,"[""Stray bullets killed one Indian and wounded three in Saudi Arabia during a security operation that killed a wanted Bahraini, an Indian community source said on Wednesday."",""“Terrorist” suspect Ali Mahmoud Ali Abdullah was shot dead after he opened fire on officers sent to arrest him on Tuesday afternoon at a farm in the town of Awamiya, the interior ministry announced."",""The Indian worker died and three others were wounded when “a few bullets entered the room” where they stayed, the Indian source said, asking for anonymity."",""Two of the wounded suffered minor injuries but the third was apparently hit in the shoulder, the source added."",""Ibrahim AlMugaiteeb, president of the Human Rights First Society-Saudi Arabia, said there was “very heavy” shooting in Awamiya on Tuesday."",""“It was an exchange of fire,” he said from the surrounding district of Qatif."",""AlMugaiteeb said he was aware of only one local resident lightly wounded, in addition to the killing of Abdullah."",""On Tuesday evening, gunfire still sounded in the Gulf coast community where black smoke hung in the air from tyres burned in the streets by residents, a witness told AFP."",""The interior ministry spokesman said an automatic weapon and a pistol were recovered from the slain suspect."",""“Available evidence showed he participated in committing a number of terrorist crimes, destabilising security and public order in Qatif,” the spokesman said, referring to the Shiite-dominated region."",""Interior ministry officials could not be immediately reached on Wednesday."",""Awamiya, a town of about 30,000, has been the scene of repeated incidents since 2011."",""A week of unrest including gunfire, tyre burning and explosions shook the town after the January 2 execution of prominent Shiite cleric Nimr al-Nimr, who hailed from Awamiya."",""He was a driving force behind protests among minority Shiites that began in 2011. Those protests later developed into a call for equality in the Sunni-dominated kingdom, where Shiites complain of marginalisation."",""After the protests started, police issued a list of 23 wanted people. Many suspects on that list have already been detained or killed in shootouts."",""AlMugaiteeb said the suspect killed on Tuesday is a nephew of Salman al-Faraj “who is one of those most wanted by the Saudi government.”""]",guardian.ng/news/stray-bullet-kills-indian-during-saudi-arrest-raid-source,23-02-16 19:00,Nigeria
315603,"Burundi nears 'outright civil war', says UN rights chief","[""The United Nations human rights chief on Tuesday warned that Burundi could be sliding back towards civil war, days after scores of bodies were found on the streets following attacks on three military sites."",""A spokeswoman for Zeid Ra'ad Al Hussein said the rights chief was \""deeply alarmed by the latest developments in Burundi's unfolding crisis.\"""",""\""With this latest series of bloody events, the country seems to have taken a new step towards outright civil war and tensions are now at bursting point in Bujumbura,\"" spokeswoman Cecile Pouilly told reporters, quoting Zeid."",""The central African nation on Friday experienced the worst violence in months of unrest over President Pierre Nkurunziza's quest for a third term in office, which he won in disputed July elections."",""The army said 79 \""enemies\"" and eight soldiers were killed during and after coordinated assaults on three military installations."",""READ: Burundi violence leaves 87 dead, army says"",""Several witnesses in pro-opposition districts of Bujumbura accused the security forces of dragging young men from their homes and killing them."",""Pouilly said Zeid's office was receiving reports that as many as 200 civilians may have been killed, but stressed it had not been possible to confirm those figures."",""\""Security forces later on carried out intensive house searches in the Musaga and Nyakabiga neighbourhoods, where they arrested hundreds of young men, allegedly summarily executing a number of them and taking many others to unknown locations,\"" she said."",""Last month, the UN documented \""452 cases of arbitrary arrests and detentions, 56 cases of extrajudicial executions, 10 cases of torture and ill-treatment,\"" she said."",""Zeid was quoted as calling on all actors in the crisis to act \""to stop this deadly escalation and engage in a meaningful and inclusive dialogue\"" and for the international community to also do more to restore peace."",""\""We cannot turn our backs on the people of Burundi at this turning point of their history,\"" his spokeswoman said."",""The UN Human Rights Council is to hold a special session on Thursday to debate a draft resolution urging Zeid to urgently launch an investigation into \""violations and abuses of human rights\"" in Burundi."",""UN figures released before Friday's violence showed at least 240 people had been killed and more than 200,000 had fled the country of around 11 million since a failed coup in May."",""Burundi is still recovering from a 1993-2006 civil war, which pitted rebels from the Hutu majority against an army dominated by minority Tutsis."",""Some 300,000 people were killed in the war, which began a year before a genocide of mostly Tutsis in neighbouring Rwanda."",""The Security Council said last week that sending in UN peacekeepers remained an option."","""",""The council will be comprised of six civilians and five members of the military."",""The coming elections of 2020 could test Abiy Ahmed’s political staying power.""]",theeastafrican.co.ke/news/ea/Burundi-nears-outright-civil-war-says-UN-rights-chief--/4552908-2997902-format-xhtml-n3vuf5,14-12-15 19:00,Kenya
88073,Philippine police murdered South Korean businessman,"[""Philippine police kidnapped and murdered a South Korean businessman, then led his wife to believe he was alive for months to extort money from her, authorities said Wednesday."",""The killing is the latest in a long series of criminal acts by members of the Philippine police force, regarded as one of the nation’s most corrupt institutions, and has fuelled concerns about its role enforcing President Rodrigo Duterte’s deadly crime war."",""The man disappeared from his home in the northern city of Angeles in October last year, and his wife initially paid a ransom of five million pesos ($100,000), national police spokesman Dionardo Carlos told AFP."",""However, the man was strangled to death and burned to ashes in a crematorium on the day he was abducted, the South Korean foreign ministry said, citing a Philippine government report."",""The crematorium was owned by a former police officer, the foreign ministry said."",""The South Korean government identified the man only by his surname of Ji and said he was in his 50s. Philippine media said he was a businessman who had been working in the Philippines since 2008 and had been working for a manpower company."",""South Korean Foreign Minister Yun Byung-se demanded answers after receiving a phone call from Philippine Foreign Secretary Perfecto Yasay to inform him of the murder."",""“Minister Yun, expressing grave shock over the implication of Philippine police officers in the case, asked that the Philippine government get to the bottom of the case and bring those responsible to justice,” a foreign ministry spokesman said."",""Ricky Santa Isabel, one of the officers accused of going to Ji’s house and abducting him, surrendered this week, according to Carlos, the police spokesman."",""He said another two officers who went with him to the house were under investigation."",""Carlos said a retired police officer was also believed to be involved but had fled to Canada."",""– Fake drug raid –"",""All three accused officers were from the Anti-Illegal Drugs Group based at national police headquarters in Manila, according to Carlos."",""He said that Santa Isabel and the other two officers went to Ji’s house on the pretext of a drug raid."",""The abductors demanded from Ji’s wife a ransom of eight million pesos on October 30, 12 days after he was killed, according to the Philippine Daily Inquirer newspaper, which first reported the news."",""It said that she paid five million pesos ($100,000), but the kidnappers then demanded another 4.5 million pesos and continued to say he was alive."",""The case has drawn criticism from some lawmakers and media in the Philippines as an example of corrupt policemen expanding their illegal activities after being given freedoms by Duterte to prosecute his war on drugs."",""Duterte has encouraged police to kill drug traffickers and addicts, and vowed to shield them from prosecution."",""Nearly 6,000 people have died in Duterte’s drug war since he took office in the middle of last year."",""Carlos insisted to AFP the abduction of Ji was not related to Duterte’s drug war, saying the problem of kidnappings for ransom by corrupt police had existed for a long time."",""“It turned out it was an old modus operandi where bad cops claim there is a drug raid and turn it into a kidnap for ransom,” Carlos said."",""The police force was among the most corrupt national agencies, according to a 2015 report from the national ombudsman."",""A 2013 survey by anti-graft watchdog Transparency International also found that the police force was perceived by Filipinos to be the Philippines’ most corrupt institution.""]",guardian.ng/news/philippine-police-murdered-south-korean-businessman,17-01-17 19:00,Nigeria
39394,120 civilians killed by IS in Syria’s Kobane: monitor,"[""At least 120 civilians have been killed by the lamic State group since it entered the Syrian Kurdish town of Kobane just over 24 hours ago, a monitoring group said Friday."",""“According to medical sources and Kobane residents, 120 civilians were executed by IS in their homes or killed by the group’s rockets or snipers,” said Rami Abdel Rahman, director of the Syrian Observatory for Human Rights."",""He described it as one of the group’s “worst massacres” in Syria."",""Another 26 civilians were executed by IS on Thursday in a village near Kobane, on the border with Turkey, the Observatory said. "",""“When they entered the town, the jihadists took up positions in buildings at the southeast and southwest entrances, firing at everything that moved,” Abdel Rahman said. "",""He said the bodies of civilians, among them women and children, were found in their homes and in the streets."",""“The jihadists knew that they could not stay and control the town in the face of the Kurdish forces. They came just to kill and strike a moral blow to the Kurds,” Abdel Rahman said. "",""Kurdish activist Arin Shekhmos said: “Every family in Kobane lost a family member on Thursday.” "",""IS launched a surprise attack on Kobane on Thursday involving three suicide bombers, just over a week after Kurdish militia ousted it from Tal Abyad, another border town further east. "",""Analysts said the assault was revenge for the loss of Tal Abyad."",""Backed by US air strikes and Syrian rebel groups, Kurdish militia had pushed IS out of Kobane in January in one of the jihadists’ most dramatic defeats.""]",guardian.ng/news/120-civilians-killed-by-is-in-syrias-kobane-monitor,25-06-15 20:00,Nigeria
94695,Six soldiers killed in DR Congo ambush,"[""Six Congolese soldiers were killed on Monday in the Democratic Republic of Congo’s North Kivu province, a region where Rwandan Hutu rebels have been blamed for many massacres, military sources said. "",""The attack took place in Rugari, some 50 kilometres (30 miles) north of Goma, the capital of North Kivu."",""“A Republican Guard jeep was ambushed in Rugari,” said Justin Mukanya, administrator of Rutshuru territory which lies on the border of Rwanda and Uganda. "",""“Six soldiers were killed by a rocket in the ambush,” he said, indicating that the attackers had not yet been identified but that an inquiry was under way. "",""An intelligence officer based at the military’s regional headquarters in Goma confirmed that six soldiers had been killed in an incident which took place between 0700 and 0800 GMT. "",""Rutshuru is one of the main areas of operation for Hutu rebels from the FDLR (Democratic Forces for the Liberation of Rwanda). "",""The DRC government of President Joseph Kabila has been under international pressure to tackle the FDLR, which is among the most intractable of many armed groups operating in the North and South Kivu provinces, displacing scores of thousands of villagers."",""The Rwandan rebels, numbering between 1,500 and 2,000, are blamed for a string of atrocities, rapes, lootings and the forced enlistment of children in the resource-rich region, where they also traffic in timber and gold. "",""DR Congo has been the scene of some of Africa’s bloodiest wars."",""The UN mission trying to bring peace to the vast country, MONUSCO, said last week it would stop providing food from September to nearly 7,000 ex-fighters, sparking fears of more violence."",""The announcement came as the FDLR accused Kinshasa of “starving” nearly 200 of its ex-combattants and 600 others housed in Kisangani with the aim of “forcing” them to return to Rwanda."",""The mineral-rich North Kivu region has been torn apart by conflict for over two decades and the UN mission has stationed most if its 20,000 peacekeepers there.""]",guardian.ng/news/six-soldiers-killed-in-dr-congo-ambush,30-08-15 20:00,Nigeria
454751,"14 UN peacekeepers, five Congo soldiers, killed in base attack in DRC","[""Suspected militiamen killed at least 14 peacekeepers and five Congolese soldiers in an attack on a United Nations base in eastern Congo on Thursday night, the UN mission said on Friday."",""A further 53 UN troops were wounded, it said."",""The mission, known as Monusco, said it was coordinating a joint response with the Congolese army as well as medical evacuations of the wounded from the base in North Kivu’s Beni territory."",""Rival militia groups still control swathes of mineral-rich eastern Congo nearly a decade and a half after the official end of a 1998-2003 war that killed millions of people, most from hunger and disease."",""Tanzanian troops"",""Gilbert Kambale, the president of an activist group in Beni, said the UN soldiers targeted in the attack were Tanzanian."",""Kambale said the attack occurred about 50km (30 miles) northeast of Beni city on the road that leads to the Uganda border, near where militants killed at least 26 people in an ambush in October."",""The UN peacekeeping mission is believed to have been targeted by Ugandan Muslim rebel group ADF, one of several armed groups active in the North Kivu region, according to Congolese military sources."",""In a statement, UN Secretary General Antonio Guterres put the death toll at \""at least 12\"" Tanzanian peacekeepers."",""Guterres said it was the worst attack on UN peacekeepers in the organisation's recent history."",""No impunity"",""\""I condemn this attack unequivocally. These deliberate attacks against UN peacekeepers are unacceptable and constitute a war crime,\"" Guterres said."",""\""I call on the DRC authorities to investigate this incident and swiftly bring the perpetrators to justice. There must be no impunity for such assaults, here or anywhere else.\"""",""Established in 2010, Monusco, the United Nations’ largest peacekeeping mission, has recorded 93 fatalities of military, police and civilian personnel."",""“Our thoughts and prayers with families and our colleagues in Monusco. Reinforcements are on scene and medical evacuations by mission ongoing,” the head of UN peacekeeping operations, Jean-Pierre Lacroix, wrote on Twitter."",""Related stories"",""-Additional reporting by AFP"",""The guide will help developing countries navigate the digital age."",""Treasury seeks additional funding of $866m, increasing the 2019/2020 budget to $30.4bn.""]",theeastafrican.co.ke/news/africa/UN-Congo-soldiers-killed-in-attack-on-base-in-DRC/4552902-4220560-format-xhtml-10tanei,07-12-17 19:00,Kenya
312507,[Exclusive]Breaking: One kidnapper killed on Kaduna-Zaria highway,"[""Police on routine patrol in the early hours of Sunday killed a suspected kidnapper as they were set to block the major highway."",""According to security sources, about five suspected kidnappers were involved in the blocking of the road before their encounter with the police."",""Also read: Breaking: Police identify Ekweremadu’s attackers"",""It was gathered that other suspected criminals ran into the bush while a locally made rifle was recovered from the suspected bandit."",""Details later…"",""Vanguard""]",vanguardngr.com/2019/09/exclusivebreaking-one-kidnapper-killed-on-kaduna-zaria-highway,31-08-19 20:00,Nigeria
401865,Two gangsters shot dead in shootout with police,"[""Detectives from the Directorate of Criminal Investigations (DCI) on Tuesday afternoon gunned down two armed gangsters who were terrorizing residents of Lucky Summer in Nairobi."",""The two were said to have been in a gang of three that attacked locals near Rehmart Supermarket and robbed them of their valuables."",""The detectives who were nearby heard the distress calls and rushed to the scene."",""According to the DCI, the gunmen  on sighting the officers  advanced towards them while firing, thereby engaging them in a shootout."",""Two of them were killed in the shootout while the third escaped and is presently being sought after.""]",citizentv.co.ke/news/two-gangsters-shot-dead-in-shootout-with-police-293261/indexutm_source=relatedarticles&utm_medium=deeplinking&utm_campaign=AlsoRead,11-11-19 19:00,Kenya
67215,IED explosion kills 13 in Borno,"[""Thirteen persons were killed after an Imporvised Explosive Devise (IED) exploded in Bulabulin ward of Monguno Local Government Area (LGA) of Borno according to the police."",""Mr Aderemi Opalokun the Borno Commissiomer of Police told the News Agency of Nigeria (NAN) in Maiduguri that several others were injured by the explosion."",""“At about 1730 hours on Tuesday there was an IED explosion in Bulabulin ward of Monguno LGA."",""“As a result 13 people lost their lives and several others sustained injuries, some were treated and discharged at the hospital while others were admitted and receiving treatment,” Opdokun said.""]",guardian.ng/news/ied-explosion-kills-13-in-borno,17-06-15 20:00,Nigeria
12227,Suicide bombing of Nigeria police station kills 4,"[""MAIDUGURI, Nigeria (Reuters) - A suicide bomber drove a car packed with explosives into the entrance of the police headquarters of northeast Nigeria’s Borno state on Friday, killing four people, including a policeman, and wounding seven, the police commissioner said."",""There was no immediate claim of responsibility, but the Islamist sect Boko Haram has been blamed for hundreds of bomb and gun attacks on security forces and civilians over the past two years, mostly in Borno state."",""Borno police commissioner Bala Hassan told Reuters by phone from the city of Maiduguri that one policeman and three civilians were killed, and seven police officers were wounded by the car bomber."",""“He was driving a Toyota Camry, which he tried to drive right into the station. When he couldn’t do this, he detonated the bomb,” Hassan said. He declined to speculate on who was behind the attack."",""Witnesses said they suspected the death toll could be higher."",""“Many people, mostly members of the police, which includes men and women, were killed in the explosion,” witness Ali Alhaji said."",""Earlier, a police officer at the scene, splattered with blood, told Reuters five police vans had been loaded with the dead. He could not be named because he was not authorized to speak."",""Official police casualty tolls from insurgent attacks on them are frequently much lower than witness estimates."",""Police stations are a favorite target for the insurgency, which flared up partly in response to police brutality against its members, including its founder Mohammed Yusuf, killed in police custody during a crackdown in 2009."",""A coordinated Boko Haram strike on multiple police stations in north Nigeria’s main city of Kano in January killed 186 people, most of them civilians."",""From being a reclusive clerical movement opposed to Western education last decade, Boko Haram has radicalized and mushroomed to become the main security threat facing Africa’s top energy producer, and has linked up with other Islamist groups in the region such as al Qaeda’s north African wing."",""It is based far from oil producing facilities in the south, although its fighters have successfully targeted the capital Abuja, in the middle of the country, a handful of times."",""Nigerian forces shot dead 16 suspected militants in a fire fight with Islamist sect Boko Haram on Tuesday, the military said, the sort of move which sometimes provokes a retaliation from the Islamists."",""Earlier on Friday, a roadside bomb killed one person in downtown Maiduguri, Hassan said.""]",reuters.com/article/us-nigeria-violence-idUSBRE8570OK20120608,07-06-12 20:00,
