Column1,title,text,url,date
238597,Buhari congratulates Pascal Dozie at 80,"[""President Muhammadu Buhari has congratulated Mr Pascal Dozie, Founder and former Chief Executive Officer of Diamond Bank PLC, on his 80thbirthday."",""In a statement by his Special Adviser on Media and Publicity, Mr Femi Adesina, in Abuja on Thursday, President Buhari said he joined Dozies friends, family and business associates to celebrate his years of lofty achievements."",""He commended the astute businessmans entrepreneurial spirit, resilience in pursuing investments and willingness to always serve the nation with his experience and wisdom in diverse fields."",""The President saluted Mr Dozies deep sense of patriotism, visionary leadership, and lifestyle of showing love for humanity, particularly the underprivileged."",""He also acknowledged his leading roles in co-founding and partnering at African Capital Alliance, founding Kunoch Limited and serving as Chairman, Board of Trustees of African Development Foundation."",""Buhari believed Dozies investments in the country and its citizens would always be remembered by posterity, praying that God would continually grant him good health and wisdom.""]",nan.ng/news/buhari-congratulates-pascal-dozie-at-80,2019-04-11T22:55:33.000Z
307873,Itsekiri displaced by leadership crisis return from 2-yr exile,"[""The Nigeria Police Warri Area Commander, ACP Mohammed Garba, has been commended for the return of over 150 indigenes of Ugbeogungun community, an Itsekiri settlement, in Warri South-West Local Government Area of Delta State to their homeland."",""Jos building collapse: Police confirm 3 deaths, 7 injured(Opens in a new browser tab)"",""The returnees were displaced over two years ago during a leadership crisis in the area."",""The Olu of Warri, Ogiame Ikenwoli, who gave the commendation, described the feat as very significant in the sense that previous security chiefs in the area have done their utmost best to get the displaced people back home in the time past, but could not achieve much until now."",""The movement of the people back to their homeland, which commenced from the NPA Jetty in Warri on Monday, was supervised by a team of security agencies, mostly soldiers from the 3 Battalion, Effurun, and Police team attached to the Warri Area Command."",""The displaced persons, mostly women and children, were seen at the jetty as early as 6:30a.m., in preparation to board the passenger boats that had been arranged to convey them to their homeland to reunite with their families and the loved ones they left behind over two years."",""IGP’s directive"",""ACP Garba noted that the task was in line with his duty based on the fact that it was the directive from the Inspector-General of Police, Adamu Mohammed, that he should ensure that the displaced people return home."",""According to him, “it was based on my oga’s directive to ensure that all stakeholders in the crisis signed a peace accord that would guaranty the safe return of the displaced indigenes."",""“This decision was reached after series of meeting with community leaders, elders and youth bodies’ executives of both factions and in the course of brokering peace, I realised that all those involved in the crisis are related one way or the other."",""“For now, we are still experimenting with the process. We still have our men on ground in the community to monitor both the safety and acceptance of the displaced indigenes and once we are convinced, we will then commence disengagement of men from the area.”"",""Vanguard""]",vanguardngr.com/2019/07/itsekiri-displaced-by-leadership-crisis-return-from-2-yr-exile,2019-07-19T00:00:00.000Z
455436,"Zimbabwe is free but political rivaly, economic turmoil reign","[""Zimbabwe will celebrate its 39th independence anniversary on Thursday amid escalating political squabbles and economic turmoil."",""Just over a year after thousands of Zimbabweans thronged the streets, waving banners and chanting slogans to celebrate the fall of long time ruler Robert Mugabe, despondency has set in again."",""President Emmerson Mnangagwa, who toppled Mr Mugabe in November 2017 with the help of the military, has struggled to turn around the economy and reunite a deeply divided country."",""Prices of basic goods and medicines have been rising rapidly since January when President Mnangagwa announced a steep increase in the price of fuel."",""Crippling protests greeted the fuel price increase, forcing the president to deploy the army, which human rights groups say led to the death of close to 20 people."",""Soldiers also allegedly raped scores of women in a development that destroyed goodwill for the new regime in Harare."",""In February the country introduced a new local currency, the fast depreciating real time gross settlement (RTGS) dollar, and dumped the United States dollars it adopted a decade ago."",""The country’s statistical agency Zimstats on Tuesday said year-on-year inflation went up to 66.8 percent in March, up from 59.39 percent the previous month, triggering fears of an economic collapse similar to that of 2008 where hyperinflation peaked at 500 billion percent."",""Independence celebrations are often synonymous with displays of grandeur at the national sports stadium in Harare and an address by the president."",""The event was often boycotted by the opposition during Mr Mugabe’s era."",""This year might not be different because of political polarisation and disillusionment with Mr Mnagagwa’s economic policies."",""Opposition leader Nelson Chamisa, who rejected President Mnangagwa’s July 2018 election victory alleging vote rigging, says Zimbabwe is now divided than ever before."",""“Under normal circumstances you would have Independence Day being a non-partisan day, being an inclusive day, being a day you don’t think about political parties,” he said."",""“We have a fundamental disagreement on his legitimacy, around how elections were held (and) we must close that chapter, but we don’t close that chapter by running away from it.”"",""Mr Chamisa has refused to participate in the talks between Mr Mnangagwa and other 2018 presidential election candidates, demanding a neutral mediator."",""“For us to go forward, we must go back to genuine political dialogue to resolve the fundamental issues, which is the issue of a disputed mandate,” he said."",""One of Mnangagwa’s election promises was to accelerate economic revival by making the business environment conducive for foreign investment."",""He appointed former African Development Bank vice president and respected economist Mthuli Ncube as Finance minister."",""Former opposition legislator Eddie Cross believes that Professor Ncube’s reforms are bearing fruit despite sentiments that the economy is on a tailspin."",""“Ours is a regime that has struggled with its own contradictions and conflicts since it came to power after the overthrow of Mr Mugabe in 2017,” Mr Cross, an economist, said."",""“In this context the reformers in the government, including the president and the minister of Finance have struggled to secure agreement to the changes needed to secure the future and have faced opposition on many issues."",""“However, they are slowly gaining the ascendancy and we must not, under any circumstances, allow the programme of reform and change to be derailed.”"",""Mr Cross believes it would take long for the new government’s policies to bear fruit because Zimbabwe’s economy had reached rock bottom during Mr Mugabe’s reign."",""He said President Mnangagwa’s reforms were focused on stopping the haemorrhage."",""“First priority was to balance the budget and in the last quarter of 2018 revenues rose 43 percent and a substantial budget surplus was recorded,” Mr Cross added."",""“We have now been able to retire some domestic debt, raise civil servants’ salaries by 18 percent to 30 percent and pay December bonuses without borrowing,\"" he said. The reforms have seen the International Monetary Fund accept Harare back on the Staff Monitored Programme."",""Much of Zimbabwe does not share Mr Cross' optimism and is 'angry' with instability in markets that bled jobs and feeding a black market for most commodities."",""The exchange rate between the RTGS dollar and the US dollar is now close to 5:1). Mr John Kadengu, a 28 year unemployed university graduate, let out his frustrations."",""“I have been searching for a job for the past four years. Everyone thought things would change for the better after we rallied to force (Mr) Mugabe out of office."",""What we see is the continued dominance of people linked to the ruling party in the economic affairs of this country,” he said.  In an interview televised on Wednesday to mark Independence Day, President Mnangagwa appealed for unity."",""\""My view is that let us differ on how to run government, how to build a bridge, how to build a school, how to craft policy and how to run agriculture, let us differ,” he said."",""“But we should remain united. Zimbabwe is a unitary state and we must remain united,\"" President Mnangawa said. \""Dialogue between people who do not agree is a good thing, it’s a therapy between contestants."",""Let us talk about our differences and move forward.”"",""President Mnangagwa said the opposition was welcome at the national celebrations describing them as 'part of the machinery of government'.Zimbabwe gained its independence from Britain in 1980 and Mr Mugabe became its inaugural leader."",""Described by Tanzania’s founding leader Julius Nyerere as the “jewel of Africa” the southern African country has, however, lurched from one crisis to another."",""At least 90 percent of the country’s adult population is not employed and millions of economic refugees from Zimbabwe are scattered all over the world."",""Exporting nations cited for exceeding allowable levels of chemicals in fresh farm produce."",""Its unpredictable flooding swallows crops and houses as it crashes through Sudan on its way to""]",theeastafrican.co.ke/news/africa/Zimbabwe-is-free-but-political-rivalry--economic-turmoil-reign-/4552902-5076386-5pji8vz,2019-04-17T00:00:00.000Z
16837,"EFG Hermes still in talks to buy Nigeria brokerage, chases IPOs - Fahmi","[""DUBAI, Oct 9 (Reuters) - Egyptian investment bank EFG Hermes reiterated it is in talks to acquire a Nigerian brokerage and chasing private sector initial public offerings, co-head of investment banking Mohamed Fahmi said."",""EFG Hermes in July said it plans to acquire Primera Africa as it pushes to expand its capital market business across frontier markets."",""EFG Hermes is chasing private sector IPOs and mid-market mergers and acquisitions, Fahmi said. (Reporting by Hadeel Al Sayegh, writing by Maher Chmaytelli, editing by Asma El Sherif)""]",reuters.com/article/egypt-efg-hermes-nigeria/efg-hermes-still-in-talks-to-buy-nigeria-brokerage-chases-ipos-fahmi-idUSB2N1VO00W,2018-10-09T00:00:00.000Z
206631,"Sponsors hails Caf, top clubs in Africa","[""QNET – the leading direct-selling company and the partner to the Total Caf Champions League and Caf Super Cup – has congratulated the Confederation of African Football (Caf) and all teams competing in the Caf-organised club tournaments"",""The firm’s management said yesterday that it feels proud to be associated with football promotion in African."",""“It has been a good year for African football. At QNET, we are very proud to be associated with the growth of football in Africa,” QNET regional general manager for Sub-Saharan Africa, Biram Fall, said yesterday.""]",thecitizen.co.tz/news/Sports/Sponsors-hails-Caf--top-clubs-in-Africa/1840572-4941760-7i9g6uz,2019-01-19T00:00:00.000Z
168762,Nigerians react to EFCC’s anti-corruption fight,"[""Some Nigerians have commended the Economic and Financial Crimes Commission for its current fight against corruption."",""They said in separate interviews with the News Agency of Nigeria that the exercise was making impact, most especially the commission’s arrest of former public officers."",""Founder and President of the Oodua People’s Congress, Dr. Fredrick Fasehun, lauded the EFCC for beaming its searchlight on finances of some individuals that had once held public offices."",""Fasehun said the arrest of the former Group Managing Director, Nigerian National Petroleum Corporation, Dr Andrew Yakubu, and the recovery of 9.8 million dollars and 74, 000 pounds from his home, was a “breakthrough’’."",""Fasheun, who is also the National Chairman of the Unity Party of Nigeria, also commended the final forfeiture of over N66 billion linked to the former Minister of Petroleum Resources, Diezani Allison-Madueke to the Federal Government, as ordered by the Court."",""The UPN chairman urged the agency to continue the anti-corruption fight, but cautioned it against selective arrest."",""“EFCC has a lot to do by bringing to book those it thinks have undermined the constitution of this country and looted the treasury,’’ he said."",""Similary, National Chairman, National Conscience Party,  Dr Yunisa Tanko, commended the agency for its fight against corruption, but advised that it should deploy scientific means of investigating and recovering money allegedly siphoned from various treasury across the country."",""He also advised the agency to ensure timely arraignment and prosecution of anybody found to have looted the treasury."",""Tanko, who is also a member of the National Peace Committee, however, said that arrests of some public office holders were long-overdue, and implored the anti-graft agency to beam its searchlight on all nooks and crannies of the country."",""He said this had become imperative because in spite of the anti-corruption drive of the present administration, Nigeria still ranked high among the corrupt countries in the world."",""While commending the EFCC for the anti-corruption fight, Tanko, however, said that a cross section of people in the country believed that the commission was still being selective in its operations."",""“EFCC has a lot to do to earn the respect of the society because people still see them as acting out the master’s script,’’ he said."",""Mr. Saminu Abdullahi, a trader, also commended the commission’s fight against graft, but described its manner of arrest of suspects as “crude’’."",""Abdullahi also said that in spite of the agency’s best efforts and capacity to track down offenders, it lacked the modern technique of operations."",""He advised the EFCC to exercise its discretionary powers within the ambit of the law, without violating human rights in its operations."",""He also urged Nigerians to support the Acting Chairman of the commission, Mr Ibrahim Magu, to succeed in the commission’s anti-graft war."",""“We must all support the patriotic efforts of the Acting Chairman of the EFCC, Ibrahim Magu, at tackling corruption, so far."",""“I also am appealing to the Senate to confirm his appointment to enable him to do more,’’ the trader said."",""Mrs Abigei Nze, an Accountant, also lauded the EFCC for doing “ a good job, so far’’, especially its arrest of highly-placed former public officers."",""Nze said but for the bold operations of the EFCC, “the nation would have been consumed by corruption’’.""]",punchng.com/nigerians-react-to-efccs-anti-corruption-fight,2017-03-05T00:00:00.000Z
260178,Ijaw youths applaud Kuku on amnesty programme,"[""LAGOS-The Special Adviser to the President on Niger Delta Affairs and Chairman, Presidential Amnesty Committee, Mr. Kingsley Kuku has been commended on the dynamic efforts and leadership quality he has shown in handling the amnesty programme."",""This commendation was made by Ijaw Youth Development Association, IYDA, in a statement by the president, Mr. Amassoma Daniel and the Publicity Secretary, Mr. Fiyebo Eperetei."",""According to the group, Kuku has shown that he is a real political activist, whose intention is to make life more meaningful for the less priviledged."",""They said: “We want to urge him to continue the good work he is doing in order to boost the overall effectiveness of Mr. President’s transformational agenda.”"",""They expressed optimism that Kuku could handle other more sensitive positions if given the the opportunity as he has proven himself capable in his present position.""]",vanguardngr.com/2011/10/ijaw-youths-applaud-kuku-on-amnesty-programme,2011-10-19T00:00:00.000Z
299464,"Kick-start GRIP, Escravos power projects, Emami appeals to Buhari","[""The Traditional Prime Minister of Warri Kingdom, Chief Ayirimi Emami has congratulated President Muhammadu Buhari and Vice President Yemi Osinbajo on their re-election, appealing to President Buhari to direct the relevant ministries and agencies to facilitate processes for take-off of the multi-million dollars Gas Revolution Industrial Park Project, GRIP Ogidigben and the 64 million dollars power supply project to Escravos Communities in Warri South-West Local Government Area, Delta State."",""An elated Emami who was the Deputy Director 2, Election Planning and Monitoring of APC Presidential Campaign Council, noted, “Itsekiri people voted massively for the re-election of President Buhari, because of the believe that the administration will ensure the eventual execution of the GRIP project, Escravos Power Project, implementation of phase II of  Escravos Bar/Warri River dredging, sustenance of security in the waterways via robust and indigenes-driven surveillance of crude oil and gas pipelines, execution of massive land reclamation/shore protection projects and construction of mega road projects across Warri kingdom”."","" "",""He prayed to God to continually endow the Buhari/Osinbajo administration with improved health, wisdom, and knowledge in the task of taking Nigeria to the “Next Level” as reflected in the APC campaign slogan.""]",vanguardngr.com/2019/02/kick-start-grip-escravos-power-projects-emami-appeals-to-buhari,2019-02-28T00:00:00.000Z
37044,Mantu commends Secondus for “repackaging PDP into a portent political force”,"[""Dr. Umar Mantu, a House of Representatives aspirant in Plateau, has commended PDP National Chairman, Prince Uche Secondus, for “repackaging PDP into a portent political force’’."",""Mantu, son of former deputy senate president Ibrahim Mantu, who is seeking to represent Mangu/Bokkos Federal Constituency, spoke on Monday in Bokkos, in an interactive session with PDP stakeholders in the constituency."",""“Not long ago, the PDP was virtually written off by political analysts, but the situation has changed dramatically."",""“Now, the PDP is a portent political force courted by many and envied by rival political groups."",""“Few months ago, all we heard were people defecting from the party to other political parties. Now, everyone is rushing into the PDP. It has turned into our modern Noah’s ark."",""“The PDP has attracted new members and regained the old ones that left. It has regained the leadership of the National Assembly with Senate President Bukola Saraki and Speaker Tanimu Dogara back to the fold."",""“We started this year as an opposition party, but we now lead the legislative arm of government and the rival APC has been reduced to the opposition party."",""“Secondus has done so much for the party. He has re-positioned the PDP into a popular brand cherished by everyone. In fact, even PDP’s rivals admire and envy his leadership style,’’ Mantu, a 32-year-old lawyer, said."",""Mantu particularly lauded the PDP national and state leaderships for learning from its past mistakes and resolving to make every member a stakeholder."",""“Those defecting to the PDP had many options. There are close to 100 other options, but the defectors chose to troop to PDP because of the way its affairs are being steered,’’ he said."",""The aspirant particularly commended the PDP leadership for remaining firm and standing by its promise to be fair to everyone."",""He also commended the PDP leadership for respecting people’s wishes and carrying everyone along in decision making processes, saying that the impunity that brought the party to its knees in 2015, was no longer the trend."",""On his aspiration, Mantu said that he was consulting with stakeholders toward picking the PDP ticket in the primary election, and expressed confidence that winning the secondary election would be “much easier’’."",""“I have met with the delegates that will determine my fate in the primary election and they have promised to vote for me. I have no reason to doubt them,’’ he said."",""The aspirant also commended the national and state leaderships of the party for accommodating the interests of the youth and women, and encouraging them to vie for elective posts."",""“The PDP offers free nomination forms to women seeking elective positions and strives to encourage them to vie for its tickets. I see this as a very positive development,’’ he said."",""Mantu urged women and the youth to take full advantage of such opportunities to pursue their ambitions so as to contribute to societal growth, and cautioned them against allowing anyone to intimidate them.""]",guardian.ng/politics/mantu-commends-secondus-for-repackaging-pdp-into-a-portent-political-force,2018-09-24T00:00:00.000Z
313228,"Korean President, Jae-in congratulates Buhari on his re-election","[""President Moon Jae-in of the Republic of Korea has congratulated President Muhammadu Buhari on his re-election."",""Son may need a rest, warns South Korea coach"",""\n“Since the establishment of diplomatic relations in 1980, our two countries are maintaining friendship and cooperation in various areas. I would like to closely cooperate with you to develop the relationship to a more mutually beneficial and future-oriented one.”"",""In a statement by the Senior Special Assistant to the President on Media and Publicity, Malam Garba Shehu, the Korean President wished President Buhari “good health as well as the everlasting prosperity of the Federal Republic of Nigeria.”""]",vanguardngr.com/2019/03/korean-president-jae-in-congratulates-buhari-on-his-re-election,2019-03-19T00:00:00.000Z
383006,How George H.W. Bush became Beijing’s ‘old friend’ in the White House,"[""Chinese President Xi Jinping has praised George H.W. Bushs role in helping to improve China-US relations, in a tribute to the former president of the United States who died on Saturday at the age of 94."",""In comments made during ameeting with US President Donald Trumpat the G20 Summit in Argentina, Xi said that he was greatly saddened by the late presidents passing, describing him as someone who made important contributions to the China-US friendship and relationship during his lifetime."",""Xi expressed his sympathies for the Bush family, and asked Trump to convey a message of condolence."",""Bush is best remembered in China for his time in Beijing as the US unofficial ambassador to the country in the mid-1970s. It was an experience that would go on to influence his foreign policy decision making, and help steer US-China relations through several tumultuous decades."",""Known in Beijing as the bicycle-riding envoy on account of the many hours he spent cycling through the capitals narrow hutong alleyways with his wife Barbara, Bush endeared himself to local residents with his down-to-earth practicality and apparent enthusiasm for Chinese life."",""As the US chief diplomatic envoy in China during a period before the US had formally opened an official Beijing embassy, Bush met with several key Chinese leaders, including Mao Zedong and Deng Xiaoping, as well as numerous military and diplomatic heads."",""Theres no doubt Beijing sees him as the best friend China has ever had in the White House, certainly in the category of Nixon, said Jeffrey Engel, director of the Center for Presidential History at Southern Methodist University, referring to former US President Richard Nixon, who opened relations with Communist China in 1972."",""Following Nixons historic visit to Beijing, Washington established a US liaison office in the Chinese capital with a chief envoy to act as an unofficial ambassador in an attempt to help break the ice."",""Beginning in 1974, Bush arrived in the capital aged 50 as the second US envoy to Beijing, during a period in which China had yet to fully emerge from decades of self-imposed isolation."",""He thought the future lay in Asia and the future lay in China, said Engel, of Bushs decision to accept the role in the Chinese capital."",""Bush had traveled to Beijing with the intention of meeting the next generation of Chinas leaders, according to his diary. But although Bushtwice metChairman Mao Zedong, more often than not he found his diplomatic efforts thwarted."",""They are polite, they are strong, but they always talk about principle. And when they dont want to give an answer they just obfuscate and sit there. Its the most frustrating thing in the world, he wrote in his diaries during his stay in Beijing."",""But by the time he left in 1975 to take up the role of CIA director under the Ford administration, Bush had developed a special appreciation for and understanding of the Chinese government, Orville Schell, director of the Asias Societys Center on US-China relations, told CNN."",""He did bond with the country. I think (after he left) he felt a certain custodial sense towards China, said Schell."",""Elected to the US Presidency in 1988, Bush took office at a time when relations between the United States and China were at an all time high, as the two countries engaged in increasing levels of economic cooperation."",""But that would soon change, when little over a year later, the Chinese Communist Party ordered the military to clear pro-democracy protestors camping in the center of Beijing, leading to hundreds, if not thousands of deaths."",""Bush was president during the single most difficult moment of Chinese-American relations since the Korean War, said Engel, who worked with Bush on editing and publishing his China diaries."",""The events of June 4, 1989, provoked a massive outcry around the world. The Bush administration immediately moved toimpose sanctions on the Chinese government,including suspending arms sales and military exchanges."",""But behind the scenes Bush made the controversial decision to reach out to Beijings then leader Deng Xiaoping to smooth relations following the brutal massacre, an act which the Chinese government never forgot."",""My long history with Deng and the other leaders made it possible for us to work through the crises without derailing Sino-American relations, Bush wrote in the foreword to his China diaries in 2007."",""Bush secretly sent hisnational security adviser, Brent Scowcroft,on a mission to China in July 1989 to ensure diplomatic relations were maintained at a time when the world was rapidly isolating China."",""The diplomatic overture, described by Schell as a tough call, led to widespread outrage in the United States after it was first reported by CNN in July 1989."",""Declassified US State Department documentslater revealed how Bush hoped to manage short-term events in a way that will best assure a healthy relationship over time, a strategy seemingly guided by his recognition that China was too important a country to completely isolate."",""Deng Xiaoping never forgot that after 1989, when Chinas luck was really down and Deng was smarting from a terrible self-inflicted wound, Bush came to the rescue, said Schell."",""Engel pointed out years later, when Bush was looking to build consensus in the UN Security Council in 1991 for action against Iraq during the First Gulf War, China didnt use its veto power against the United States."",""During one of Bushs dozens of post-presidency visits to China in 2006, Engel, who was traveling with him, said the former US leaders reception upon his arrival in the country was amazing."",""He was not greeted as a former President, he was greeted as President  He remarked at the time, nowhere else in the world did they treat him with as much reverence as when he went to China, he said."",""Engel admits part of the grand reception was due to the fact Bushs son, George, was then in the White House. (But) theres also no doubt they were treating him as a great old friend of China, he said."",""One of Bushs last visits to China was during the Beijing Olympics in 2008, where he told the Washington Post in a rare interview China was animportant friend and supporterof the US."",""Schell said the Chinese people always had a soft spot for the first Bush president. During that period in the liaison mission, he got a sense of face, that if you are too direct in your criticisms (of China) you cause a loss of face and they never get over it, he said."",""Clinton had a little of that, and Hilary certainly did and Obama did. And (Beijing) never warmed up to them."",""For Bushs party, he made his feelings on China clear in the foreword to his China diaries, which he wrote in 2007.""]",citizentv.co.ke/news/how-george-h-w-bush-became-beijings-old-friend-in-the-white-house-221661,2018-12-03T00:00:00.000Z
93614,"Service Members, We Never Take You For Granted –– Obama","[""President Barack  thanked troops and their families for their service during Christmas Day remarks at Marine Corps Base Hawaii, noting the six service members who died earlier this week after a suicide attack in Afghanistan at Bagram Air Force Base."",""“Even though we have been able to reduce the number of folks who are deployed in places like Iraq and Afghanistan, there are still folks over there every single day and it’s still dangerous, as we saw this past week with the outstanding brave Americans who were killed,” said Obama, who was joined by first lady Michelle Obama."",""“And so we never take for granted all what all of you to for the American people. You help keep us free. You help keep us strong. And whatever service you’re in, we are extraordinarily grateful for everything you do every single day. And we hope you guys had a wonderful Christmas.”""]",guardian.ng/news/service-members-we-never-take-you-for-granted-obama,2015-12-27T00:00:00.000Z
226517,"Glo greets Christians at Easter, calls for renewed hope","[""Nigerians have been encouraged to emulate the spirit and example of Jesus Christ, who laid his life down and bore the burdens of many."",""National Telecommunication Company, Globacom made the call in a goodwill message to Christians on the Easter celebrations to commemorate the death and resurrection of Jesus Christ."",""Globacom enjoined Nigerians to believe that there is victory at the end of adversity, urging them to be inspired by the gospel of the Resurrection of Christ."",""“We pray that the mercies of our Lord Jesus Christ, which were released unto mankind at the cross of Calvary, be upon Nigerians so that they would not only live abundant life here on earth but would also have the joy of eternal life on the great resurrection,” the company said in a statement."",""The Easter celebrations are preceded by a 40-day period of fasting at Lent, to prepare the believer for sanctification through prayer, penance, repentance, almsgiving, atonement and self-denial."",""The fasting period ends on Good Friday, which commemorates the crucifixion of the Lord Jesus Christ, which falls on April 19 this year while the Easter Sunday, which is the Resurrection day, falls on April 21, 2019."",""Globacom also called on Nigerians to pray for the country to overcome its current political, security and economic challenges."",""The company also assures all its subscribers across the country of quality service on the network throughout the Easter period and beyond.""]",guardian.ng/news/glo-greets-christians-at-easter-calls-for-renewed-hope,2019-04-21T00:00:00.000Z
181918,Serengeti Boys fighting spirit impresses coach,"[""SERENGETI Boys Head Coach, Oscar Mirambo (pictured) has praised his players for the good fighting spirit showed at the just ended Invitational tournament in Kigali, Rwanda. On Thursday, Serengeti Boys lifted the trophy after battling to a 3-3 draw against hosts Rwanda Junior Wasps at the Nyamirambo Stadium in Kigali, to collect four points, ahead of Cameroon, who settled second with three points, while Rwanda settled last with a point."",""In their first outing, Serengeti Boys defeated Cameroon 2-1 before being held Junior Wasps in the last game on Thursday evening. Rwanda lost 3-1 in their opening match to Cameroon. Although, we still have some gaps to work on, I am generally happy with the level of commitment shown by the players. They have showed that they can fight, added Mirambo."",""Coach Mirambo said that the technical bench needs to work out on the weaknesses that emerged during the tournament and that they have to tighten things in the defence and goalkeeping departments respectively. Both Tanzania and Cameroon used the Invitational tournament to prepare for the Under-17 Africa Cup of Nations (AFCON) finals to be staged in Dar es Salaam from April 14th to 28th this year."",""Hosts Serengeti Boys are pooled in group A of the tournament alongside Uganda, Angola and Nigeria. The Boys will kick off their campaign against giants Nigeria on April 14th in the opening day of the tournament, before Uganda battle Angola in the second game all to be hosted at the National Stadium.""]",dailynews.co.tz/news/2019-04-065ca873ce1c7d1.aspx,2019-04-06T00:00:00.000Z
93209,"Senate Leader, Mbaka task President-elect on performance, appointments","[""SENATE Leader, Victor Ndoma-Egba, has congratulated President-elect General Muhammadu Buhari on his victory, describing it as the high point of Nigeria’s democracy. The Senate Leader also commended President Goodluck Jonathan for conceding victory."",""Speaking yesterday in Abuja, Ndoma-Egba described Jonathan’s action as a defining moment in the nation’s history."",""The lawmaker however, urged the President-elect to always remember that the mandate given to him is for change and that Nigerians are full of expectations towards his campaign promise of change."",""Meanwhile fiery Catholic priest, Rev. Fr. Ejike Mbaka of the Adoration Ministry, Enugu, has congratulated General Buhari (rtd) on his victory in the March 28 Presidential election."",""Mbaka, whose New Year Message, ‘From Goodluck to Badluck,’ became a major talking point during the campaigns for the election; said Buhari’s emergence was a divine victory for all Nigerians. He however, urged the President-Elect to seek divine wisdom before appointing people who will work with him."",""Referring to Jonathan’s gesture of conceding victory to Buhari, the Senate Leader said, “the President has demonstrated statesmanship. He has set a new standard for political behaviour in Nigeria’s politics.”"",""Also, Senate spokesperson, Enyinnaya Abaribe has expressed appreciation to the people of Abia South for renewing his mandate to represent them in the Senate."",""Senator Abaribe, who will be going for his third term in the Senate, said he was gratified by the overwhelming show of support by the people of the zone."",""“I am overwhelmed by the enthusiastic followership and show of love by my people. I thank them immensely and promise to continue delivering effective representation, which is a tradition I have established over the years in the Senate,” he said."",""Speaking through his spokesman, Maximus Ugwuoke, Mbaka also noted that Buhari’s victory was a fulfillment of his prophecy in the New Year Message."",""“Today again, Buhari’s victory, among other lessons it portends to Nigerians, has once more confirmed to all and sundry that Fr. Mbaka is indeed a true Prophet of God and that his New Year message was indeed from the Oracle of the Holy Spirit as he declared.”""]",guardian.ng/news/senate-leader-mbaka-task-president-elect-on-performance-appointments,2015-04-03T00:00:00.000Z
431017,"Kidnapped Immigration officers recount ordeal, thank Navy","[""Mr Samson Raphael, an Immigration officer, has lauded the Nigerian Navy for rescuing him and three of his colleagues from kidnappers in Rivers."",""Raphael, a Senior Immigration Inspector from the Rivers Marine Command, Nigerian Immigration Service (NIS) in Onne, Rivers, was abducted alongside three others by suspected militants on Tuesday."",""The other victims are: Peter Ofili, Asuquo Ededet and Hafiz Moyi."",""The officer, who spoke on behalf of his colleagues, told News Agency of Nigeria (NAN) in Port Harcourt on Thursday that they were kidnapped while travelling onboard a speed boat."",""We left Bonny Island onboard a speed boat for an official assignment in Onne. On our way to Onne, we were apprehended by gunmen at about 8 a.m. on Tuesday."",""Immediately the kidnappers stopped our boat, they pointed their guns at us and threatened to shoot if we did not cooperate."",""Thereafter, they forcefully took us and sailed the sea for about 10 endless hours before we arrived their camp."",""He said that they were kept in a hut after they arrived the kidnappers camp in a dense mangrove forest."",""Later, our abductors told us that they will contact our superiors to demand for our ransom. They threatened to bury us alive if NIS and our families failed to cooperate."",""Thankfully, they were unable to carry out their threats due to the timely intervention by troops of the Nigerian Navy that raided the camp on Wednesday."",""On the day of our rescue, we heard heavy gunshots and immediately laid flat on the floor. We suspected that such superior fire power could come only from security agencies."",""Afterwards, we saw naval operatives shooting and pursuing the fleeing captors. Later some navy personnel came to where we were held and rescued us, he said."",""Capt. Adegoke Ebo, Executive Officer, Nigerian Navy Ship (NNS) Pathfinder, Port Harcourt, said the navy had immediately deployed gunboats after learning of the abduction."",""Ebo handed over the victims to personnel of the Police Command in Rivers."",""After we learnt of the abductions and gathered available intelligence, we conducted a clearance operation on Nov. 13 at the suspected militant camp in Ikelekele, Rivers."",""The operation, comprised of a combined officers and men of NNS Pathfinder and Navy Forward Operating Base (FOB) Bonny, successfully rescued the NIS officers without any casualty."",""He said items recovered from the militant camp included one Pump action rifle, a locally made gun, 7.62mm ammunition, hammers, cutters and several mobile phones."",""We were unable to make any arrest as the suspects escaped from the camp during the raid. However, we saw traces of blood that suggested that some of them sustained gunshot injuries."",""To this end, a search is currently ongoing with a view to locate and apprehend the hoodlums that fled the camp."",""We urge the public to report any suspicious person with gunshot wounds, particularly, those living in communities where the militant camp exist, to the nearest police station, he appealed."",""Also speaking, the Comptroller of NIS Marine Command in Onne, Rivers, Mrs Elizabeth Inok, commended the navy for the timely response to its distress call."",""She said the rescue confirmed the long held belief of professional capabilities and expertise of the Nigerian Navy to effectively secure the waterways from illegalities."",""On behalf of the Comptroller General of NIS, Muhammad Babandede, we are delighted that our officers have been returned to us alive and without injuries. (NAN)""]",sunnewsonline.com/kidnapped-immigration-officers-recount-ordeal-thank-navy,2019-11-14T00:00:00.000Z
