Column1,title,text,url,date,location,title_arrest,title_censor,title_changeelection,title_changepower,title_cooperate,title_coup,title_defamationcase,title_diplomatic,title_disaster,title_disparage,title_legalrestriction,title_martiallaw,title_mobilizesecurity,title_mobilizesupporters,title_praise,title_protest,title_purge,title_raid,title_threaten,title_violencelethal,title_violencenonlethal,text_arrest,text_censor,text_changeelection,text_changepower,text_cooperate,text_coup,text_defamationcase,text_diplomatic,text_disaster,text_disparage,text_legalrestriction,text_martiallaw,text_mobilizesecurity,text_mobilizesupporters,text_praise,text_protest,text_purge,text_raid,text_threaten,text_violencelethal,text_violencenonlethal
298831,Court fore-closes ACP Adeoye from cross examining Mike Ile in N100 suit,"[""An Abuja High Court has fore-closed a Police Officer, Oluremi Adefemi Adeoye, from cross examining one Mike Ile, who slammed a N100 million defamation case against him."",""The decision to fore-close the defendant from cross examining the plaintiff followed the continuous absence of the defendant and his counsel in the court for the matter."",""Mike Ile had dragged the Police Officer, currently in Ethiopia on a peace-keeping mission, to the court over publications of defamatory statements against him on the facebook timeline of the Officer."",""In the suit filed last year by his counsel, Baba Isa, the plaintiff is claiming the sum of N100 million as “general damages for defamation and malicious falsehood published by the defendant on his facebook timeline on the 18th and 19th October, 2017.”"",""The plaintiff is also asking the court to restrain the defendant; by himself, his agents or servants from any alleged publication of a defamatory nature” against him."",""He also seeks an order of the court, “directing the defendant to retract the defamatory publications and malicious falsehood within 48 hours of delivery of judgment in the case and publication of an apology on his facebook timeline and other main stream media channels in a form approved by counsel to the plaintiff.”"",""The defendant had, in the Facebook post,  accused the plaintiff of allegedly defrauding people under the guise of charity and that he (Mike Ile) had duped two women of the sum of N11 million."",""The said post also accused the plaintiff of collecting N800, 000 from a sick woman on a hospital bed."",""The plaintiff, said that the defendant is a policeman popularly known as Remi Adeoye II on Facebook. He claimed the defendant also boasted in October 2018, that he was ready to meet Mike Ile in court, ending his boast with “lets go there”."",""Ile said exactly one year after the defendant’s injurious post against him  which he claimed was out of “meticulous investigations,” from his base in Addis Ababa, Ethiopia, that Mr Adeoye has failed to turn up in court as necessary."",""According to Ile, “His lawyer has come up with several laughable excuses in attempts to prolong the case and evade possible justice. It is even more worrisome that a man who claimed to have more than enough evidence of fraud in 2017, has been unable to file a single word in court for all of twelve months. Dramatically, he has blocked almost everybody who called him out for his lack of professionalism and fairness on the matter. He has built a draconian reputation as Nigeria’s “Commissioner of Facebook Police Force.”"",""Mr. Ile also said that just last week, that the defendant boasted on a Facebook thread that he (Ile) was the one stalling the court case as he was ready to cross examine Mike but that the plaintiff was not available for cross examination."",""At the resumed hearing of the matter yesterday, the attention of the court was drawn to a letter by counsel to the defendant seeking for an adjournment as he will not be in court, on the ground of ill-health."",""Worried by the two-time absence of the defendant’s counsel for the proceedings in the matter to go on, the trial Judge, Justice Jude Okeke, in a short ruling, agreed with the submissions of the plaintiff’s counsel that the defendant be fore-closed from cross examining the plaintiff."",""In the words of the Judge, “I have listened to the submissions of counsel to the plaintiff, records of the court showed that, on 10th May, 2018 the matter was adjourned to 18th June, 2018 for cross examination of PW1, 18th June turned out to be public holiday and the case was adjourned, off record till today for the same purpose."",""“The attention of the court has been drawn to a letter dated 25th September, 2018, sent to the defendant’s solicitors on the same date by the claimant’s solicitors reminding them to attend court today."",""According to the plaintiff, “The letter was assumed on the face of it received by the defendant’s solicitor and today, neither the defendant nor the defendant’s solicitors are present in court, while the claimant himself was present."",""“The defendant has sent to the court a letter dated 2nd October, 2018 seeking for an adjournment for the reason that Mr Uko Akpanuke, one of the counsel in the case is involved in a matter outside the jurisdiction of this court and that Mr. Nichola Udeh, the counsel who authored the letter is indisposed health-wise."",""“It was not slated in the letter for the benefit and guidance of the court, the name and particulars of the matter that Mr. Akpanuke has gone to handle outside the court’s jurisdiction."",""“Besides, Mr Udeh, who authored the letter stated that he is indisposed health-wise.”"",""However, following the letter of reminder sent to the defendant’s solicitors against today’s (October 4) sitting, the court held that the defendant has not made out a case to warrant an adjournment."",""However, Justice Okeke, after hearing the complaints, held that “The application is therefore refused , the defendant, having been availed of opportunities on March 21, 2018, May 10 and today to cross examine PW1, who is available in court and ready for that, but the opportunities were not used, the application to fore-close the defendant from cross examining PW1 is hereby granted, the defendant ‘s right to cross examine PW1 is hereby fore-closed,” held."",""Further hearing in the matter was slated for November 5, 2018""]",vanguardngr.com/2018/10/court-fore-closes-acp-adeoye-from-cross-examining-mike-ile-in-n100-suit,04-10-18 20:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""An Abuja High Court"",[0,1,2,3]],""V"":[""closed"",[7]],""ARG1"":[""a Police Officer , Oluremi Adefemi Adeoye"",[8,9,10,11,12,13,14]],""ARG2"":[""from cross examining one Mike Ile , who slammed a N100 million defamation case against him"",[16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31]]}",,,,,,,,,,,,,,
279626,"Ateke’s defamation suit: Court orders substituted service on Rivers APC Chair, 7 others","[""PORT HARCOURT—RIVERS State High Court sitting in Port Harcourt, yesterday, ordered substituted service on the Chairman of All Progressives Congress, APC, in the state, and seven other chieftains of the party in the N1 billion defamation suit instituted by the Amanyanabo of Okochiri clan in Okirika Local Government Area of Rivers State, His Royal Majesty, Ateke Tom."",""Ateke Tom had filed the suit against eight chieftains of APC in the state over alleged defamation. The suit had suffered set back over alleged evasion of service by the respondents."",""The defendants in the suit are Asita O. Asita, deputy governorship candidate of APC in the 2015 election; Dr. Davies Ikanya, Chairman of APC in the state; Dumo Lulu Briggs, Sampson Ngerigbara."",""Others are Prince Tonye Princewill, Sekonte Davies, Emeka Beke, Secretary of APC in the state and Lawrence Chuku."",""The counsel for Ateke, Mr. Granville Abibo (SAN), had informed the court that the respondents are evading service, praying the court to grant the bailiffs an order to use substituted means of service."",""The trial Judge, Justice Constance Green, ordered the applicant and the bailiffs to use substituted means to serve all the parties and adjourned till today for pre-trial conference.""]",vanguardngr.com/2018/03/atekes-defamation-suit-court-orders-substituted-service-rivers-apc-chair-7-others,08-03-18 19:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""PORT HARCOURT — RIVERS State High Court sitting in Port Harcourt"",[0,1,2,3,4,5,6,7,8,9,10]],""ARGM-TMP"":[""yesterday"",[12]],""V"":[""ordered"",[14]],""ARG1"":[""substituted service"",[15,16]],""ARG2"":[""on the Chairman of All Progressives Congress , APC , in the state , and seven other chieftains of the party"",[17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]],""ARGM-LOC"":[""in the N1 billion defamation suit instituted by the Amanyanabo of Okochiri clan in Okirika Local Government Area of Rivers State , His Royal Majesty , Ateke Tom"",[38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65]]}",,,,,,,,,,,,,,
101703,UN slams first royal slur charge under new Thai king,"[""The first royal defamation case brought under Thailand’s new monarch was slammed by a top United Nations envoy on Tuesday, who said public figures should not be above scrutiny or criticism."",""The comments were sparked by the ongoing detention of Jatupat Boonpatararaksa, a pro-democracy student activist arrested in December for sharing on Facebook a profile written by BBC Thai of the country’s new king Maha Vajiralongkorn."",""Thousands of Thais shared the profile but Jatupat — a prominent junta critic better known by his nickname Pai — is the only person to have been prosecuted so far."",""Multiple bail hearings have been held behind closed doors and he faces up to 15 years in prison if convicted."",""David Kaye, the UN’s special rapporteur on freedom of opinion and expression, said he was concerned by the use of secret hearings."",""He also launched a wider attack on Thailand’s lese majeste law, the use of which has skyrocketed since ultra-royalist generals seized power in 2014."",""“Public figures, including those exercising the highest political authority, may be subject to criticism, and the fact that some forms of expression are considered to be insulting to a public figure is not sufficient to justify restrictions or penalties,” Kaye said in a statement."",""He said such laws “have no place in a democratic country” and called for Thailand to repeal them."",""The chances of that happening are slim as Thailand is run by staunch royalist generals who have formed the most authoritarian government in a generation, with political gatherings banned and scores of opponents jailed or facing trial."",""Dozens of lese majeste cases have been brought against members of the public and activists — often for comments made online — with some being handed down 25-30 year jail sentences."",""Thailand’s enormously wealthy monarchy are shielded from criticism by the lese majeste law which forces media inside the kingdom to heavily self-censor."",""But authorities have little control over what is written about the family outside the country."",""Vajiralongkorn, 64, succeeded his father Bhumibol Adulyadej who died in October after a seven-decade reign."",""Bhumibol was widely loved, his positive image aided by the lese majeste law — despite a 2005 speech he gave saying the king was not above criticism."",""Vajiralongkorn has yet to attain his father’s widespread popularity."",""Despite severe reporting restrictions, many Thai citizens are aware of his multiple marriages, his lifestyle and character thanks to the internet."",""Observers are watching closely for whether his reign will see a reduction or increase in lese majeste prosecutions."",""The article that Pai put online was written by the BBC’s Thai language service out of their London offices."",""Unlike many English language profiles, it offered Thais a detailed assessment of their new monarch in their own tongue and quickly went viral after publication.""]",guardian.ng/news/un-slams-first-royal-slur-charge-under-new-thai-king,06-02-17 19:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG1"":[""The first royal defamation case brought under Thailand ’s new monarch"",[0,1,2,3,4,5,6,7,8,9,10]],""V"":[""slammed"",[12]],""ARG0"":[""by a top United Nations envoy"",[13,14,15,16,17,18]],""ARGM-TMP"":[""on Tuesday , who said public figures should not be above scrutiny or criticism"",[19,20,21,22,23,24,25,26,27,28,29,30,31,32]]}",,,,,,,,,,,,,,
196727,Court orders newspaper to pay actor Ksh.200M for defamation,"[""Oscar Award-winning actor Geoffrey Rush has been awarded $2.9 million Australian dollars (over 201 million Kenyan shillings) after winning his defamation case against a Sydney newspaper publisher and journalist, as reported on Thursday by CNN affiliate SBS News.""]",citizentv.co.ke/news/court-orders-newspaper-pay-actor-ksh-200m-defamation-249203,22-05-19 20:00,Kenya,,,,,,,"{""ARG0"":[""newspaper"",[2]],""V"":[""pay"",[4]],""ARG2"":[""actor Ksh.200 M"",[5,6,7]],""ARG3"":[""for defamation"",[8,9]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG2"":[""Oscar Award - winning actor Geoffrey Rush"",[0,1,2,3,4,5,6]],""V"":[""awarded"",[9]],""ARG1"":[""$ 2.9 million Australian dollars ( over 201 million Kenyan shillings )"",[10,11,12,13,14,15,16,17,18,19,20,21]],""ARGM-TMP"":[""after winning his defamation case against a Sydney newspaper publisher and journalist"",[22,23,24,25,26,27,28,29,30,31,32,33]],""ARGM-ADV"":[""as reported on Thursday by CNN affiliate SBS News"",[35,36,37,38,39,40,41,42,43]]}",,,,,,,,,,,,,,
8926,Kenyan media condemn 'draconian' press law,"[""NAIROBI (Reuters) - Kenya’s media united in outrage on Thursday after lawmakers approved a new bill threatening reporters with fines and prison if they published anything that defamed parliament."",""The bill, which was approved late on Wednesday and still needs to be passed by the senate and president to become law, introduced a new offence of criminal defamation of parliament."",""One MP said it was needed to protect politicians against “mob justice”."",""But many of Kenya’s vociferous newspapers published front page editorials under banner headlines condemning the move, saying it would undermine investigations into pervasive corruption and shield unscrupulous officials."",""“Dark day in graft war as MPs kill media probe,” wrote The Standard. “It’s a crime to say anything MPs don’t like,” said Daily Nation and “Parliament passes law to punish media,” said The Star."",""Convicted journalists would face fines of up to 500,000 Kenyan shillings ($4,900) or two years in prison, under part of the Parliamentary Powers and Privileges Bill 2014 passed on Wednesday."",""MP Nicholas Gumbo was quoted in The Standard saying it would protect him and his colleagues from mob justice. “Are we just going to allow false and scandalous information to be written about us just because we are MPs?” he asked, according to the paper."",""The Media Council of Kenya press regulator condemned the bill, saying it could be used “to silence critical reporting” and called on the senate to repeal the restrictive clauses."",""Francis Atwoli, the Secretary-General of the Central Organisation of Trade Unions, said the president should block it. “The decision ... depicts a House hell-bent on taking Kenyans back to the old days when such draconian laws were exploited by the state to intimidate and harass the media in order to cover up for the ills in government,” he told Daily Nation."",""Kenyan lawmakers approved another law restricting the media in 2013, but President Uhuru Kenyatta - who has promised a crackdown on corruption - rejected the legislation after widespread protests."",""($1 = 102.9500 Kenyan shillings)""]",reuters.com/article/us-kenya-media-idUSKCN0S91SH20151015,14-10-15 20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG1"":[""Kenya ’s media"",[0,1,2]],""V"":[""united"",[3]],""ARGM-MNR"":[""in outrage"",[4,5]],""ARGM-TMP"":[""after lawmakers approved a new bill threatening reporters with fines and prison if they published anything that defamed parliament"",[6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]]}",,"{""ARG1"":[""Kenya ’s media"",[0,1,2]],""V"":[""united"",[3]],""ARGM-MNR"":[""in outrage"",[4,5]],""ARGM-TMP"":[""after lawmakers approved a new bill threatening reporters with fines and prison if they published anything that defamed parliament"",[6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26]]}",,,,,,,,,,,,,,
97918,Thailand seeks French help in capturing lese majeste exiles,"[""Thailand’s junta has asked France to return three dissidents wanted under the kingdom’s controversial royal defamation law, an official said Tuesday, as authorities ramp up prosecutions over perceived insults to the monarchy."",""Under Section 112 of Thailand’s criminal code anyone convicted of insulting the king, queen, heir or regent faces up to 15 years in prison on each count."",""It is one of the most draconian lese majeste laws in existence and makes it all but impossible for those inside Thailand to publicly write or say critical things about the royal family."",""Thai Justice Minister General Paiboon Khumchaya made the request on Monday during a meeting with the French ambassador Thierry Viteau, a ministry spokeswoman confirmed."",""“He said he gave the names of three 112 suspects to the ambassador,” she said."",""It is highly unlikely France would agree to the junta’s request as the country does not have an equivalent law and would regard the offence as a free speech issue."",""The trio are believed to have fled to France after the arch-royalist generals seized power in a May 2014 coup. "",""Thailand has not publicly named the accused. "",""But Thai media have named the three as Saran Chuichai, a prominent gay rights activist, Jaran Ditapichai, a leader within the opposition Red Shirt movement and Somsak Jeamteerasakul, a former history lecturer."",""The French Embassy in Bangkok has yet to comment on the matter."",""Last month the BBC’s Thai service ran an interview with Saran in which she confirmed all three had been granted political asylum in France."",""Lese majeste prosecutions have surged since former army chief Prayut Chan-O-Cha toppled the democratically elected administration of Yingluck Shinawatra."",""Critics of the law say it is used as a weapon against political enemies of the royalist elite and their military allies."",""According to iLaw, a local rights group that monitors such cases, there were just two ongoing prosecutions for royal defamation before the takeover. Now that number is at least 56."",""At a military court in Bangkok on Tuesday morning 10 people were given up to five years in jail for distributing audio recordings deemed to defame the monarchy. "",""Other recent cases include a 58-year-old man sentenced to 25 years in prison for the content of five Facebook posts and a bookseller jailed for an alleged offence back in 2006."",""A mentally ill 65-year-old woman was also jailed last month for allegedly insulting a portrait of King Bhumibol Adulyadej."",""Prayut has vowed to pursue people living abroad who have been charged with lese majeste — mostly critics of his regime."",""In June Bangkok formally asked New Zealand to extradite a Thai wanted for lese majeste. So far the request has fallen on deaf ears. ""]",guardian.ng/news/thailand-seeks-french-help-in-capturing-lese-majeste-exiles,13-07-15 20:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Thailand ’s junta"",[0,1,2]],""V"":[""asked"",[4]],""ARG2"":[""France"",[5]],""ARG1"":[""to return three dissidents wanted under the kingdom ’s controversial royal defamation law"",[6,7,8,9,10,11,12,13,14,15,16,17,18]],""ARGM-TMP"":[""as authorities ramp up prosecutions over perceived insults to the monarchy"",[25,26,27,28,29,30,31,32,33,34,35]]}",,,,,,,,,,,,,,
31654,Zambia arrests politician over potato jibe,"[""Zambian police have arrested and charged an opposition leader with defamation, after he compared the president to a potato."",""Frank Bwalya, head of the Alliance for a Better Zambia, allegedly referred to president Michael Sata as \""Chumbu Mushololwa\"" during a live radio broadcast on Monday."",""The Bemba term refers to a sweet potato that breaks when it is bent and is used to describe someone who does not heed advice."",""\""The police decided to arrest and charge him with defamation of the president,\"" Eric Chanda, the secretary general of Alliance told AFP news agency."",""If convicted, Bwalya faces a maximum jail term of five years."",""Bwalya, a former Catholic priest and supporter of Sata when in opposition, is just the latest opposition leader to run afoul of Zambia's leader."",""In September, Nevers Sekwila Mumba of the Movement for Multiparty Democracy was questioned by police after calling Sata a liar."",""\""President Sata is the same old man who was on all radio stations defaming former presidents Banda and Mwanawasa and nobody arrested him,\"" said Chanda."",""Bwalya has pleaded not guilty to the defamtion charges and has been released on bail. He is to return to court on January 21."",""Bwalya denied insulting the president and said his comments were taken out of context and exergarated."",""\""On that radio program, I strongly criticized the bad leadership of the president. I called him a crooked sweet potato that cannot be straightened. It is a commonly used phrase which is not insulting. It is to explain the attitude of a person who doesn’t want to be advised who doesn’t want to be counseled,”  Bwalya told VOA.""]",aljazeera.com/news/africa/2014/01/zambia-arrests-politician-over-potato-jibe-201418436494763,08-01-14 0:48,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Zambian police"",[0,1]],""V"":[""arrested"",[3]],""ARG1"":[""an opposition leader"",[6,7,8]],""ARG2"":[""with defamation"",[9,10]],""ARGM-TMP"":[""after he compared the president to a potato"",[12,13,14,15,16,17,18,19]]}",,,,,,"{""ARG0"":[""Zambian police"",[0,1]],""V"":[""charged"",[5]],""ARG1"":[""an opposition leader"",[6,7,8]],""ARG2"":[""with defamation"",[9,10]],""ARGM-TMP"":[""after he compared the president to a potato"",[12,13,14,15,16,17,18,19]]}",,,,,,,,,,,,,,
290702,Ganduje sues Daily Nigerian for N3billion over Dollar video,"[""Kano state Governor, Abdullahi Umar Ganduje, has sued an online platform, Daily Nigerian and its publisher, Jafaar Jafaar, for defamation."",""Crisis brews over Amapetu succession in Ondo"",""He is claiming N3billion in damages."",""Counsel to Ganduje, Nuradeen A. Ayagi in a writ of summons tendered before the High Court demanded the defendants to file an appearance before 14 days. The writ was dated 13 November."",""Daily Nigerian had published stories and videos alleging that the Kano state Governor, Ganduje collected $5 Million as kickback from contractors."",""Nuradeen asked the court to declare that the act of publishing and circulating libellous statements, false and doctored video clips attacking and impugning the character and integrity of the plaintiff amounts to defamation of character of the plaintiff by the defendants and thus wrongful.”"",""He also asked for order perpetually restraining the defendants, their agents and all persons and entities to whom they shared their libellous documents/records from further defaming the good standing and character of the plaintiff."",""The suit also seeks an order compelling the defendants to write a public apology to the plaintiff and broadcast such apology through their online platforms and news media with global accessibility.”"",""Daily Nigerian in a report on its website quoted its publisher, Jaafar as saying that its lawyers would study the court papers and respond appropriately."",""The remorseless paper in its report still repeated the alleged libel, restating that Governor Ganduje appeared in several video clips it obtained receiving bribe, amounting to about $5million from contractors in the state."",""It said its sting operation to capture the governor on camera began two years ago when one of the contractors agreed with DAILY NIGERIAN request to plant spy camera on his kaftan lapel while offering the bribe."",""“During about 10 months efforts to capture the bribe giving/taking scenes, the governor’s face and body were clearly captured in nine clips, while six others did not clearly reveal the governor’s face."",""“About $5m dollars were delivered to the governor during the sting operation”, it reported.""]",vanguardngr.com/2018/11/ganduje-sues-daily-nigerian-for-n3billion-over-dollar-video,14-11-18 19:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Kano state Governor , Abdullahi Umar Ganduje"",[0,1,2,3,4,5,6]],""V"":[""sued"",[9]],""ARG1"":[""an online platform , Daily Nigerian and its publisher , Jafaar Jafaar ,"",[10,11,12,13,14,15,16,17,18,19,20,21,22]],""ARG2"":[""for defamation"",[23,24]]}",,,,,,,,,,,,,,
335098,British author ordered by Kenya's highest court to pay Kenyan Chief Justice for defamation,"[""NAIROBI, Kenya (AP) - Kenya's highest court ordered a best-selling British author to pay the country's chief justice 6 million shillings (US$81,191; euro67,772) for defaming him in a biography of a former Kenyan president.   "",""Friday's Court of Appeal ruling awarded Chief Justice Evan Gicheru less than the US$400,000 he had demanded from Andrew Morton, but more than a lower court had originally awarded.   "",""Gicheru had sued Morton for alleging in his biography of former President Daniel arap Moi, \""Moi: The Making of an African Statesman\"", that Gicheru received special favors from senior officials when he led an investigation into the death of a former foreign affairs minister. The government ended the 1991 investigation before Gicheru and his fellow judges could complete their public hearings.   "",""The High Court had in a 2000 ruling awarded Gicheru 2.5 million shillings (US$32,468; euro27,102) in the defamation case. Gicheru appealed, arguing he deserved a higher award given his standing in society. But Court of Appeal judges Riaga Omollo, Philip Tunoi and Erastus Githinji said Friday that US$400,000 would be excessive.   "",""Morton scored a best seller with his 1992 book \""Diana: Her True Story.\""   ""]",ap.com/British author ordered by Kenya's highest court to pay Kenyan Chief Justice for defamation,13-10-05 20:00,,,,,,,,"{""ARG1"":[""British author"",[0,1]],""V"":[""ordered"",[2]],""ARG0"":[""by Kenya 's highest court"",[3,4,5,6,7]],""ARG2"":[""to pay Kenyan Chief Justice for defamation"",[8,9,10,11,12,13,14]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Kenya 's highest court"",[0,1,2,3]],""V"":[""ordered"",[4]],""ARG1"":[""a best - selling British author"",[5,6,7,8,9,10]],""ARG2"":[""to pay the country 's chief justice 6 million shillings ( US$ 81,191 ; euro67,772 ) for defaming him in a biography of a former Kenyan president"",[11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37]]}",,,,,,,,,,,,,,
120666,Pastor seeks marriage dissolution  over defamation of character,"[""A pastor, Michael Temiloluwa, last Friday prayed a Mapo Customary Court in Ibadan to dissolve his union with his wife, Funmilayo, over her maligning and perpetual trouble-making attitude."",""According to Temiloluwa, his wife had told the congregation in his church that he was planning to use her for rituals. He told the court: “Funmilayo has over a period of time tarnished my image, not only in our neighbourhood and in the church, but also in other public fora, by lying that I have engaged in unholy means as a pastor."",""“I have tried every possible means of getting her to discontinue with these behaviours. I have even reported her to her relatives, but all to no avail."",""“Worst still, she is an unrepentant trouble-maker, who uses all sorts of evil means to achieve her purpose. In fact, Funmilayo has neglected her role as a wife in order to make things difficult for me. In her typical disobedience, she sometimes leave my home for two months without my consent,” Temiloluwa, said."",""However, his wife, Funmilayo, even though did not deny the allegations against her, claimed that her husband was far away from her. “Temiloluwa never sat down with me as a husband to discuss any issue, but rather preferred going to other people’s homes for unnecessary discussion,” Funmilayo stated."",""She, however, refuted the allegation of being a troublemaker.The presiding President of the court, Mr. Ademola Odunade, however, adjourned judgment in the case till March 30, 2016, but ordered both parties to attend the court on that date with some of their relatives and the two children produced by the union.""]",guardian.ng/news/pastor-seeks-marriage-dissolution-over-defamation-of-character,13-03-16 20:00,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""A pastor , Michael Temiloluwa ,"",[0,1,2,3,4,5]],""ARGM-TMP"":[""last Friday"",[6,7]],""V"":[""prayed"",[8]],""ARG2"":[""a Mapo Customary Court in Ibadan"",[9,10,11,12,13,14]],""ARG1"":[""to dissolve his union with his wife , Funmilayo , over her maligning and perpetual trouble - making attitude"",[15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33]]}",,,,,,,,,,,,,,
230007,Arrested journalist moved to prison,"[""A veteran Myanmar journalist, arrested after criticising an ultra-nationalist Buddhist monk, was on Monday transferred to prison in Mandalay, awaiting to be likely charged with criminal defamation."",""Mr. Swe Win, Chief Editor at a local news website, Myanmar Now, was detained at the airport in the commercial capital of Yangon on Sunday night as he attempted to board a flight to Bangkok."",""He had been facing lawsuits filed by supporters of powerful Buddhist nationalist group Ma Ba Tha earlier this year after he shared a Facebook post that accused the firebrand monk Wirathu."",""This violated the Buddhist code of monastic discipline."",""Win was set to meet with police to discuss the charges in August, but was not fleeing the country at the time of his arrest, his legal advisor, Khin Myint said."",""The lawyer said Win is likely to be charged under 66D of Myanmars Telecommunications Law, a controversial statute increasingly used against journalists and activists in Myanmar."",""State counselor, Aung Kyi has said that government is considering amending the law, but human rights groups have called for it to be scrapped."",""Speaking after his arrest on Sunday, Win said that he hoped his case would pressure the government to get rid of the law, the Democratic Voice of Burma reported."",""It is good that this has happened. I have got to tackle this. The law should not exist, he reportedly said. It will be good for the citizens as well."",""The arrest has attracted social media comments, including a tweet of Yan which said: This is horrible. Ko Swe Win from @Myanmar_Now_Eng is one of the best and most respected journalists in Myanmar and a friend of mine."",""Wai Wai Nu also tweeted saying that, Ko Swe Win, Editor of #Myanmar Now,is arrested under telecommunication act 66,D today. Stop abusing freedom of expression and press freedom."",""Ko Swe Win has been arrested after months of Ma Ba Tha trying to silence his reporting. Abolish 66(d). Strip these bigots of their power, Connor Macdonald tweeted."",""Minka said: Darkness descending Shock, disbelief and anger in #Myanmar media community about arrest of another prominent journalist Swe Win. (Reuters/NAN)""]",nan.ng/news/arrested-myanmar-journalist-moved-to-prison,31-07-17 5:30,Nigeria,"{""V"":[""Arrested"",[0]],""ARG1"":[""journalist"",[1]]}",,,,,,,,,,,,,,,,,,,,,"{""ARG1"":[""A veteran Myanmar journalist"",[0,1,2,3]],""V"":[""arrested"",[5]],""ARGM-TMP"":[""after criticising an ultra - nationalist Buddhist monk"",[6,7,8,9,10,11,12,13]]}",,,,,,"{""ARG1"":[""A veteran Myanmar journalist"",[0,1,2,3]],""ARGM-ADV"":[""likely"",[27]],""V"":[""charged"",[28]],""ARG2"":[""with criminal defamation"",[29,30,31]]}",,,"{""ARG0"":[""A veteran Myanmar journalist"",[0,1,2,3]],""V"":[""criticising"",[7]],""ARG1"":[""an ultra - nationalist Buddhist monk"",[8,9,10,11,12,13]]}",,,,,"{""ARG0"":[""A veteran Myanmar journalist"",[0,1,2,3]],""V"":[""criticising"",[7]],""ARG1"":[""an ultra - nationalist Buddhist monk"",[8,9,10,11,12,13]]}",,,,,,
123576,Thailand asks New Zealand to extradite lese majeste suspect,"[""Bangkok has formally asked New Zealand to extradite a Thai wanted under the kingdom’s controversial royal defamation law, prosecutors said Tuesday."",""Ekapop Luara is believed to have fled to New Zealand after Thailand’s generals seized power in May 2014."",""He was one of dozens of public critics of the military who failed to report for “attitude adjustment” in the days after the coup."",""He face charges under the lese majeste law, one of the world’s strictest."",""The junta has vowed to get him back while Wellington has remained tight-lipped on the issue."",""Thailand’s Office of the Attorney General released a statement Tuesday saying an extradition request had now been formally sent."",""“Police have confirmed he is living in New Zealand,” the statement said. "",""Under Section 112 of Thailand’s criminal code anyone convicted of insulting the king, queen, heir or regent faces up to 15 years in prison on each count."",""Lese majeste prosecutions have surged since former army chief Prayut Chan-O-Cha seized power."",""Recent cases include a 58-year-old man sentenced to 25 years in prison for the content of five Facebook posts, a bookseller jailed for an alleged offence back in 2006 and a mentally ill 65-year-old woman jailed last month for allegedly insulting a portrait of King Bhumibol Adulyadej."",""Critics of the law say it is used as a weapon against political enemies of the royalist elite and their military allies."",""Prayut has vowed to pursue people living abroad who have been charged with lese majeste — mostly critics of his regime."",""But it is unlikely many western nations would agree to return a suspect given most countries do not have equivalent laws and would regard the offence as a free speech issue."",""The extradition request comes a day after the junta banned a journalists’ association from holding a debate on the lese majeste law."",""The Foreign Correspondents’ Club of Thailand said police had informed them that soldiers would blockade the building housing the club if the event went ahead."",""When asked on Tuesday why the junta had banned the debate, Prayut suggested any discussion of the law was both unpatriotic and unacceptable. "",""“Do you think it’s appropriate? As Thai people do you think it’s appropriate or not?” he told reporters."",""“If you think it’s not appropriate you shouldn’t ask this question. If you think it’s appropriate you are not Thai.”""]",guardian.ng/news/thailand-asks-new-zealand-to-extradite-lese-majeste-suspect,15-06-15 20:00,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""ARG0"":[""Bangkok"",[0]],""ARGM-MNR"":[""formally"",[2]],""V"":[""asked"",[3]],""ARG2"":[""New Zealand"",[4,5]],""ARG1"":[""to extradite a Thai wanted under the kingdom ’s controversial royal defamation law"",[6,7,8,9,10,11,12,13,14,15,16,17,18]]}",,,,,,,,,,,,,,
